"target#aspect";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"the outdoor staff#Staff";"1";"1";"1";"the outdoor staff";"D G N";"the#1330 outdoor#2 staff#122"
"the lobby staff#Staff";"1";"1";"1";"the lobby staff";"D N N";"the#1330 lobby#12 staff#122"
"some aircraft noise#Noisiness";"1";"1";"1";"some aircraft noise";"D N A";"some#42 aircraft#1 noise#18"
"everything you need#unknown";"1";"1";"1";"Everything you need";"R Q V";"everything#23 you#149 need#18"
"lack of space#unknown";"1";"1";"1";"lack of space";"N P N";"lack#4 of#340 space#10"
"city of york#Location";"1";"1";"1";"city of York";"N P R";"city#45 of#340 york#2"
"the luxemburg gardens#Location";"1";"1";"1";"the Luxemburg garden";"D R N";"the#1330 luxemburg#1 gardens#5"
"the basic needs#Facilities";"1";"1";"1";"the basic need";"D G N";"the#1330 basic#14 needs#10"
"the sous chef#Staff";"1";"1";"1";"the sous chef";"D G N";"the#1330 sous#1 chef#4"
"better options around#unknown";"1";"1";"1";"better option around";"A N A";"better#27 options#6 around#26"
"the restaurant area#Restaurant";"1";"1";"1";"the restaurant area";"D N N";"the#1330 restaurant#47 area#40"
"reply much quicker#unknown";"1";"1";"1";"reply much quicker";"V G N";"reply#3 much#23 quicker#1"
"the studio rooms#Rooms";"1";"1";"1";"the studio room";"D N N";"the#1330 studio#2 rooms#80"
"the staffs attitudes#Staff";"1";"1";"1";"the staff attitude";"D N N";"the#1330 staffs#2 attitudes#1"
"1 room type#Rooms";"1";"1";"1";"1 room type";"O N N";"1#9 room#185 type#3"
"aqua park area#Facilities";"1";"1";"1";"aqua park area";"N N N";"aqua#5 park#10 area#40"
"a decent room#unknown";"1";"1";"1";"a decent room";"D G N";"a#534 decent#6 room#185"
"the welcome cocktail#Facilities";"1";"1";"1";"the welcome cocktail";"D G N";"the#1330 welcome#7 cocktail#1"
"la carte restaurants.we#Restaurant";"1";"1";"1";"la carte restaurants.we";"O O O";"la#6 carte#7 restaurants.we#1"
"entrance to rooms#Rooms";"1";"1";"1";"Entrance to room";"R P N";"entrance#5 to#506 rooms#80"
"nearly all rooms#Rooms";"1";"1";"1";"nearly all room";"A D N";"nearly#1 all#116 rooms#80"
"the hotel building#Interior/exterior";"1";"1";"1";"the hotel building";"D N N";"the#1330 hotel#430 building#7"
"the whole think#unknown";"1";"1";"1";"the whole think";"D G N";"the#1330 whole#12 think#8"
"quality for price#Value-for-money";"1";"1";"1";"quality for price";"N P N";"quality#17 for#282 price#34"
"a rubber duck#Bathroom";"1";"1";"1";"a rubber duck";"D N N";"a#534 rubber#1 duck#1"
"the whole room#Rooms";"1";"1";"1";"the whole room";"D G N";"the#1330 whole#12 room#185"
"the attending staff#Staff";"1";"1";"1";"the attend staff";"D V N";"the#1330 attending#1 staff#122"
"ala carte italian#Restaurant";"1";"1";"1";"ala carte italian";"G N N";"ala#5 carte#7 italian#4"
"rooftop swimming pool#Swimming pool";"1";"1";"1";"rooftop swim pool";"N V N";"rooftop#1 swimming#7 pool#25"
"with the cleanliness#Cleanliness";"1";"1";"1";"with the cleanliness";"P D N";"with#183 the#1330 cleanliness#3"
"table top board#Facilities";"1";"1";"1";"table top board";"N N N";"table#5 top#13 board#2"
"many different activities#Facilities";"1";"1";"1";"many different activity";"G G N";"many#17 different#11 activities#2"
"choice of drinks#Facilities";"1";"1";"1";"choice of drink";"N P N";"choice#21 of#340 drinks#13"
"money for value#Value-for-money";"1";"1";"1";"money for value";"N P N";"money#24 for#282 value#14"
"lots of choice#Restaurant";"1";"1";"1";"lot of choice";"N P N";"lots#8 of#340 choice#21"
"a metro station#Location";"1";"1";"1";"a metro station";"D N N";"a#534 metro#11 station#22"
"the titanic palace#Location";"1";"1";"1";"the Titanic Palace";"D R R";"the#1330 titanic#10 palace#8"
"the meeting room#Facilities";"1";"1";"1";"the meeting room";"D N N";"the#1330 meeting#2 room#185"
"the 4 stars#unknown";"1";"1";"1";"the 4 star";"D O N";"the#1330 4#22 stars#8"
"the double room#Rooms";"1";"1";"1";"the double room";"D G N";"the#1330 double#3 room#185"
"whole public areas#unknown";"1";"1";"1";"whole public area";"G G N";"whole#12 public#9 areas#11"
"wifi for free#Internet";"1";"1";"1";"WIFI for free";"R P G";"wifi#8 for#282 free#30"
"the swimming pool#Swimming pool";"1";"1";"1";"the swim pool";"D V N";"the#1330 swimming#7 pool#25"
"the restaurant managers#Staff";"1";"1";"1";"the restaurant manager";"D N N";"the#1330 restaurant#47 managers#1"
"the only area#unknown";"1";"1";"1";"the only area";"D G N";"the#1330 only#44 area#40"
"an ash tray#Facilities";"1";"1";"1";"a ash tray";"D G N";"an#47 ash#1 tray#1"
"the money paid#Value-for-money";"1";"1";"1";"the money pay";"D N V";"the#1330 money#24 paid#11"
"the amination staff#Staff";"1";"1";"1";"the amination staff";"D N N";"the#1330 amination#1 staff#122"
"the good sides#unknown";"1";"1";"1";"the good side";"D G N";"the#1330 good#153 sides#1"
"value for money#Value-for-money";"0";"7";"8";"value for money";"N P N";"value#14 for#282 money#24"
"choice of food#Restaurant";"0";"3";"4";"choice of food";"N P N";"choice#21 of#340 food#73"
"check · in#Reservation/check-in/check-out";"0";"3";"5";"Check · in";"R N P";"check#17 ·#147 in#432"
"the whole hotel#unknown";"0";"2";"3";"the whole hotel";"D G N";"the#1330 whole#12 hotel#430"
"wi · fi#Internet";"0";"2";"4";"wi · fi";"N N A";"wi#4 ·#147 fi#4"
"coffee / tea#Breakfast";"0";"1";"2";"coffee / tea";"N N N";"coffee#13 /#25 tea#7"
"the friendly staff#Staff";"0";"1";"2";"the friendly staff";"D G N";"the#1330 friendly#55 staff#122"
"the pool area#Swimming pool";"0";"1";"2";"the pool area";"D N N";"the#1330 pool#25 area#40"
"quality of food#Breakfast";"0";"1";"2";"quality of food";"N P N";"quality#17 of#340 food#73"
"attention to detail#Staff";"0";"1";"3";"attention to detail";"N P N";"attention#5 to#506 detail#4"
"b & b#unknown";"0";"1";"3";"B & B";"R C R";"b#8 &#20 b#8"
"the all inclusive#Facilities";"0";"1";"4";"the all inclusive";"D D G";"the#1330 all#116 inclusive#13"
"the city center#Location";"0";"1";"8";"the city center";"D N N";"the#1330 city#45 center#28"
"the area around#Interior/exterior";"0";"1";"2";"the area around";"D N P";"the#1330 area#40 around#26"
"in the bathroom#Bathroom";"0";"1";"3";"in the bathroom";"P D N";"in#432 the#1330 bathroom#33"
"the shuttle bus#Transportation";"0";"1";"2";"the shuttle bus";"D N N";"the#1330 shuttle#6 bus#17"
"coffee / tea#Facilities";"0";"1";"2";"coffee / tea";"N N N";"coffee#13 /#25 tea#7"
"lack of management#Staff";"0";"1";"2";"lack of management";"N P N";"lack#4 of#340 management#8"
"to get there#unknown";"0";"1";"2";"to get there";"P V A";"to#506 get#39 there#147"
"the room size#Rooms";"0";"1";"2";"the room size";"D N N";"the#1330 room#185 size#11"
"the area around#Location";"0";"1";"2";"the area around";"D N P";"the#1330 area#40 around#26"
"alot of people#unknown";"0";"1";"2";"ALOT of person";"R P N";"alot#2 of#340 people#26"
"the air conditioning#Facilities";"0";"1";"2";"the air conditioning";"D N N";"the#1330 air#8 conditioning#4"
"the executive chef#Staff";"0";"1";"2";"the executive chef";"D N N";"the#1330 executive#6 chef#4"
"access for my scootmobile#Facilities";"1";"2";"2";"access for my scootmobile";"N P Q N";"access#9 for#282 my#77 scootmobile#4"
"parking of the scootmobile#Car parking";"1";"2";"2";"parking of the scootmobile";"N P D N";"parking#10 of#340 the#1330 scootmobile#4"
"the view of lyon#Location";"1";"1";"1";"the view of Lyon";"D N P R";"the#1330 view#24 of#340 lyon#5"
"the money we paid#Value-for-money";"1";"1";"1";"the money we pay";"D N Q V";"the#1330 money#24 we#214 paid#11"
"window of the room#Rooms";"1";"1";"1";"window of the room";"N P D N";"window#5 of#340 the#1330 room#185"
"to use public transportation#Transportation";"1";"1";"1";"to use public transportation";"P V G N";"to#506 use#10 public#9 transportation#3"
"the all inclusive spirits#Restaurant";"1";"1";"1";"the all inclusive spirit";"D D G N";"the#1330 all#116 inclusive#13 spirits#1"
"the gold 's spa#Facilities";"1";"1";"1";"the Gold 's Spa";"D R O R";"the#1330 gold#3 's#48 spa#13"
"no · smoking areas#Interior/exterior";"1";"1";"1";"no · smoking area";"D G N N";"no#78 ·#147 smoking#4 areas#11"
"the size of room#Rooms";"1";"1";"1";"the size of room";"D N P N";"the#1330 size#11 of#340 room#185"
"condition of the room#Rooms";"1";"1";"1";"condition of the room";"N P D N";"condition#7 of#340 the#1330 room#185"
"check · out procedures#Reservation/check-in/check-out";"1";"1";"1";"check · out procedure";"V N P N";"check#17 ·#147 out#35 procedures#2"
"tiling round toilet area#Bathroom";"1";"1";"1";"tiling round toilet area";"N N N N";"tiling#2 round#2 toilet#9 area#40"
"much diversity on breakfast#Breakfast";"1";"1";"1";"much diversity on breakfast";"G N P N";"much#23 diversity#2 on#111 breakfast#75"
"the wifi internet connection#Internet";"1";"1";"1";"the wifi internet connection";"D G N N";"the#1330 wifi#8 internet#15 connection#5"
"distance to the sea#Location";"1";"1";"1";"distance to the sea";"N P D N";"distance#23 to#506 the#1330 sea#5"
"the amount of people#unknown";"1";"1";"1";"the amount of person";"D N P N";"the#1330 amount#4 of#340 people#26"
"a waiter on hand#Staff";"1";"1";"1";"a waiter on hand";"D N P N";"a#534 waiter#2 on#111 hand#4"
"refrigerator in the room#Facilities";"1";"1";"1";"refrigerator in the room";"N P D N";"refrigerator#1 in#432 the#1330 room#185"
"view of our room#Rooms";"1";"1";"1";"view of our room";"N P Q N";"view#24 of#340 our#69 room#185"
"crockery / cutlery etc#Restaurant";"1";"1";"1";"crockery / cutlery etc";"G N N N";"crockery#1 /#25 cutlery#1 etc#4"
"all of the staff#Staff";"1";"1";"1";"all of the staff";"D P D N";"all#116 of#340 the#1330 staff#122"
"the only one visitor#unknown";"1";"1";"1";"the only one visitor";"D G O N";"the#1330 only#44 one#67 visitor#1"
"the whole holiday package#unknown";"1";"1";"1";"the whole holiday package";"D G N N";"the#1330 whole#12 holiday#28 package#3"
"shelf for personal amenities#Bathroom";"1";"1";"1";"shelf for personal amenity";"N P G N";"shelf#1 for#282 personal#5 amenities#7"
"the roof top bar#Facilities";"1";"1";"1";"the roof top bar";"D G N N";"the#1330 roof#3 top#13 bar#32"
"transport to the airport#Transportation";"1";"1";"1";"Transport to the airport";"R P D N";"transport#6 to#506 the#1330 airport#21"
"reason to eat in#unknown";"1";"1";"1";"reason to eat in";"N P V A";"reason#4 to#506 eat#11 in#432"
"selection of different foods#Restaurant";"1";"1";"1";"selection of different food";"N P G N";"selection#4 of#340 different#11 foods#2"
"most of the staff#Staff";"1";"1";"1";"much of the staff";"A P D N";"most#25 of#340 the#1330 staff#122"
"a set of stairs#Interior/exterior";"1";"1";"1";"a set of stair";"D N P N";"a#534 set#4 of#340 stairs#3"
"a lot of mosquitos#unknown";"1";"1";"1";"a lot of mosquito";"D N P N";"a#534 lot#23 of#340 mosquitos#1"
"the suprise for honeymooners#Facilities";"1";"1";"1";"the suprise for honeymooner";"D N P N";"the#1330 suprise#1 for#282 honeymooners#1"
"location to explore lyon#Location";"1";"1";"1";"location to explore Lyon";"N P V R";"location#85 to#506 explore#4 lyon#5"
"view on the city#Rooms";"1";"1";"1";"view on the city";"V P D N";"view#24 on#111 the#1330 city#45"
"many varieties of bread#Breakfast";"1";"1";"1";"many variety of bread";"G N P N";"many#17 varieties#1 of#340 bread#4"
"the hallmark hotel restaurant#Location";"1";"1";"1";"the Hallmark hotel restaurant";"D R N N";"the#1330 hallmark#2 hotel#430 restaurant#47"
"it 's own waterpark#Facilities";"1";"1";"1";"it have own waterpark";"Q V G N";"it#203 's#48 own#2 waterpark#1"
"the house · keeping#Cleanliness";"1";"1";"1";"the house · keep";"D N A V";"the#1330 house#4 ·#147 keeping#1"
"two main buffet restaurants#Restaurant";"1";"1";"1";"two main buffet restaurant";"O G N N";"two#21 main#16 buffet#8 restaurants#30"
"the sheraton hotel jumeriah#Location";"1";"1";"1";"the Sheraton Hotel Jumeriah";"D R R R";"the#1330 sheraton#2 hotel#430 jumeriah#1"
"some of the lamps#Interior/exterior";"1";"1";"1";"some of the lamp";"D P D N";"some#42 of#340 the#1330 lamps#1"
"start up for excursions#unknown";"1";"1";"1";"start up for excursion";"N P P N";"start#3 up#15 for#282 excursions#1"
"stay at ibis bilbao#Location";"1";"1";"1";"stay at Ibis Bilbao";"N P R R";"stay#70 at#137 ibis#6 bilbao#4"
"two swimming · pools#Swimming pool";"1";"1";"1";"two swim · pool";"O V N N";"two#21 swimming#7 ·#147 pools#6"
"other member of staff#Staff";"1";"1";"1";"other member of staff";"G N P N";"other#42 member#3 of#340 staff#122"
"service at the bar#Staff";"1";"1";"1";"service at the bar";"N P D N";"service#48 at#137 the#1330 bar#32"
"phone in the room#Facilities";"1";"1";"1";"phone in the room";"N P D N";"phone#2 in#432 the#1330 room#185"
"towels in the room#Rooms";"1";"1";"1";"towel in the room";"N P D N";"towels#10 in#432 the#1330 room#185"
"with regard to food#Restaurant";"1";"1";"1";"with regard to food";"P N P N";"with#183 regard#1 to#506 food#73"
"hotel and villa dievole#Location";"1";"1";"1";"Hotel and Villa Dievole";"R C R R";"hotel#430 and#745 villa#4 dievole#1"
"the quality of food#Restaurant";"1";"1";"1";"the quality of food";"D N P N";"the#1330 quality#17 of#340 food#73"
"certain amount of dust#Cleanliness";"1";"1";"1";"certain amount of dust";"G N P N";"certain#2 amount#4 of#340 dust#4"
"food at the bar#Facilities";"1";"1";"1";"food at the bar";"N P D N";"food#73 at#137 the#1330 bar#32"
"hotel milano san siro#Location";"1";"1";"1";"Hotel Milano San Siro";"R R R R";"hotel#430 milano#2 san#1 siro#1"
"handing out the keys#Reservation/check-in/check-out";"1";"1";"1";"hand out the key";"V P D N";"handing#1 out#35 the#1330 keys#3"
"the loud disco music#Noisiness";"1";"1";"1";"the loud disco music";"D G N N";"the#1330 loud#12 disco#1 music#8"
"view from the window#Rooms";"1";"1";"1";"view from the window";"N P D N";"view#24 from#101 the#1330 window#5"
"water in the fridge#Facilities";"1";"1";"1";"water in the fridge";"N P D N";"water#10 in#432 the#1330 fridge#4"
"the b & b#unknown";"0";"1";"2";"the B & B";"D R C R";"the#1330 b#8 &#20 b#8"
"a la carte restaurants#Restaurant";"0";"1";"2";"a la carte restaurant";"D N N N";"a#534 la#6 carte#7 restaurants#30"
"size of the room#Rooms";"0";"1";"2";"size of the room";"N P D N";"size#11 of#340 the#1330 room#185"
"stay at this hotel#unknown";"0";"1";"2";"stay at this hotel";"N P D N";"stay#70 at#137 this#158 hotel#430"
"the check · out#Reservation/check-in/check-out";"0";"1";"2";"the check · out";"D N V A";"the#1330 check#17 ·#147 out#35"
"a five star hotel#unknown";"0";"1";"3";"a five star hotel";"D O G N";"a#534 five#8 star#20 hotel#430"
"low · fat options#Breakfast";"0";"1";"2";"low · fat option";"G G N N";"low#8 ·#147 fat#2 options#6"
"a lot of bars#Facilities";"0";"1";"2";"a lot of bar";"D N P N";"a#534 lot#23 of#340 bars#12"
"view to the old city#Location";"1";"2";"2";"view to the old city";"N P D G N";"view#24 to#506 the#1330 old#36 city#45"
"a problem with bathroom equipment#Bathroom";"1";"1";"1";"a problem with bathroom equipment";"D N P N N";"a#534 problem#6 with#183 bathroom#33 equipment#3"
"many parts of the hotel#Interior/exterior";"1";"1";"1";"many part of the hotel";"G N P D N";"many#17 parts#3 of#340 the#1330 hotel#430"
"shuttle taxi to different places#Transportation";"1";"1";"1";"shuttle taxi to different place";"N N P G N";"shuttle#6 taxi#3 to#506 different#11 places#5"
"smell around the sitting area#Interior/exterior";"1";"1";"1";"smell around the sitting area";"N P D N N";"smell#6 around#26 the#1330 sitting#1 area#40"
"overall impression of the hotel#unknown";"1";"1";"1";"overall impression of the hotel";"G N P D N";"overall#10 impression#9 of#340 the#1330 hotel#430"
"staff in the animation team#Staff";"1";"1";"1";"staff in the animation team";"N P D N N";"staff#122 in#432 the#1330 animation#8 team#11"
"all conditions for your pleasure#Facilities";"1";"1";"1";"all condition for your pleasure";"D N P Q N";"all#116 conditions#5 for#282 your#19 pleasure#1"
"the local fish market evening#unknown";"1";"1";"1";"the local fish market evening";"D G N N N";"the#1330 local#3 fish#7 market#5 evening#6"
"a hotel with such staff#Staff";"1";"1";"1";"a hotel with such staff";"D N P G N";"a#534 hotel#430 with#183 such#11 staff#122"
"the guy at the reception#Staff";"1";"1";"1";"the guy at the reception";"D N P D N";"the#1330 guy#2 at#137 the#1330 reception#20"
"the nightlife ( rembrantplein )#Location";"1";"1";"1";"the nightlife ( rembrantplein )";"D N O V O";"the#1330 nightlife#1 (#103 rembrantplein#1 )#109"
"bread , soup and desserts#Restaurant";"1";"1";"1";"bread , soup and dessert";"N O N C N";"bread#4 ,#850 soup#1 and#745 desserts#1"
"tea or coffee making facilities#Facilities";"1";"1";"1";"tea or coffee making facility";"N C N N N";"tea#7 or#38 coffee#13 making#7 facilities#11"
"transfer from hotel to airport#Transportation";"1";"1";"1";"Transfer from hotel to airport";"R P N P N";"transfer#4 from#101 hotel#430 to#506 airport#21"
"many english channel on tv#Facilities";"1";"1";"1";"many English channel on TV";"G R N P N";"many#17 english#21 channel#1 on#111 tv#18"
"washbasin was in the room#Bathroom";"1";"1";"1";"washbasin be in the room";"N V P D N";"washbasin#2 was#366 in#432 the#1330 room#185"
"the drain of our shower#Bathroom";"1";"1";"1";"the drain of our shower";"D N P Q N";"the#1330 drain#1 of#340 our#69 shower#15"
"the view of the canal#Rooms";"1";"1";"1";"the view of the canal";"D N P D N";"the#1330 view#24 of#340 the#1330 canal#1"
"up to date flat screen#Facilities";"1";"1";"1";"up to date flat screen";"A P N G N";"up#15 to#506 date#2 flat#5 screen#2"
"the oberoi udaivilas luxury hotel#Location";"1";"1";"1";"the Oberoi Udaivilas Luxury Hotel";"D R R R R";"the#1330 oberoi#1 udaivilas#1 luxury#9 hotel#430"
"some items of hot breakfast#Breakfast";"1";"1";"1";"some item of hot breakfast";"D N P G N";"some#42 items#4 of#340 hot#11 breakfast#75"
"hotel premiere classe orly rungis#Location";"1";"1";"1";"Hotel Premiere Classe Orly Rungis";"R R R R R";"hotel#430 premiere#1 classe#1 orly#3 rungis#2"
"* * * star hotel#unknown";"1";"1";"1";"* * * star hotel";"N N O G N";"*#7 *#7 *#7 star#20 hotel#430"
"the food and beverage manager#Staff";"1";"1";"1";"the food and beverage manager";"D N C N N";"the#1330 food#73 and#745 beverage#1 manager#10"
"deira city center shoping mall#Location";"1";"1";"1";"Deira City Center shoping mall";"R R R N N";"deira#1 city#45 center#28 shoping#1 mall#3"
"the little gift when leaving#Facilities";"1";"1";"1";"the little gift when leave";"D G N O V";"the#1330 little#32 gift#1 when#37 leaving#1"
"restaurant for lunch or dinner#Restaurant";"1";"1";"1";"restaurant for lunch or dinner";"N P N C N";"restaurant#47 for#282 lunch#2 or#38 dinner#10"
"traveling to the city centre#Location";"1";"1";"1";"travel to the city centre";"V P D N N";"traveling#3 to#506 the#1330 city#45 centre#13"
"my 3 · night stay#unknown";"1";"1";"1";"my 3 · night stay";"Q O N G N";"my#77 3#14 ·#147 night#44 stay#70"
"every part of the hotel#unknown";"1";"1";"1";"every part of the hotel";"D N P D N";"every#17 part#9 of#340 the#1330 hotel#430"
"small pool on the roof#Swimming pool";"1";"1";"1";"small pool on the roof";"G N P D N";"small#53 pool#25 on#111 the#1330 roof#3"
"this part of the city#Location";"1";"1";"1";"this part of the city";"D N P D N";"this#158 part#9 of#340 the#1330 city#45"
"the old parts of town#Location";"1";"1";"1";"the old part of town";"D G N P N";"the#1330 old#36 parts#3 of#340 town#6"
"the state of the flat#unknown";"1";"1";"1";"the state of the flat";"D N P D G";"the#1330 state#5 of#340 the#1330 flat#5"
"the view of the city#Interior/exterior";"1";"1";"1";"the view of the city";"D N P D N";"the#1330 view#24 of#340 the#1330 city#45"
"the restaurant "" volvereta ""#Restaurant";"1";"1";"1";"the restaurant "" Volvereta """;"D N N R N";"the#1330 restaurant#47 ""#36 volvereta#1 ""#36"
"some parts of the hotel#unknown";"1";"1";"1";"some part of the hotel";"D N P D N";"some#42 parts#3 of#340 the#1330 hotel#430"
"questions by my group members#unknown";"1";"1";"1";"question by my group member";"N P Q N N";"questions#2 by#39 my#77 group#5 members#3"
"the rooms with a small kitchen#Facilities";"1";"1";"1";"the room with a small kitchen";"D N P D G N";"the#1330 rooms#80 with#183 a#534 small#53 kitchen#3"
"several deskstop computers for guest use#Facilities";"1";"1";"1";"several deskstop computer for guest use";"G P N P G N";"several#7 deskstop#1 computers#1 for#282 guest#11 use#10"
"wi · fi in the room#Internet";"1";"1";"1";"Wi · Fi in the room";"R O R P D N";"wi#4 ·#147 fi#4 in#432 the#1330 room#185"
"the money we had to pay#Value-for-money";"1";"1";"1";"the money we have to pay";"D N Q V P V";"the#1330 money#24 we#214 had#98 to#506 pay#12"
"mostly all of the sight seeng#Location";"1";"1";"1";"mostly all of the sight seeng";"A D P D N N";"mostly#8 all#116 of#340 the#1330 sight#3 seeng#1"
"a la carte restaurant steak house#Restaurant";"1";"1";"1";"a la carte restaurant steak House";"D D N N V R";"a#534 la#6 carte#7 restaurant#47 steak#1 house#4"
"fridge in 1 of the rooms#Facilities";"1";"1";"1";"fridge in 1 of the room";"N P O P D N";"fridge#4 in#432 1#9 of#340 the#1330 rooms#80"
"the money we spent for it#Value-for-money";"1";"1";"1";"the money we spend for it";"D N Q V P Q";"the#1330 money#24 we#214 spent#6 for#282 it#203"
"quality of tha staff 's services#Staff";"1";"1";"1";"quality of tha staff 's service";"N P D N O N";"quality#17 of#340 tha#1 staff#122 's#48 services#11"
"the sports ( pool ) area#Facilities";"1";"1";"1";"the sport ( pool ) area";"D N O N O N";"the#1330 sports#2 (#103 pool#25 )#109 area#40"
"the best holiday in my life.#unknown";"1";"1";"1";"the good holiday in my life.";"D G N P Q N";"the#1330 best#32 holiday#28 in#432 my#77 life.#1"
"the shopping center in the hotel#Facilities";"1";"1";"1";"the shopping center in the hotel";"D N N P D N";"the#1330 shopping#17 center#28 in#432 the#1330 hotel#430"
"the ration between costs and quality#Value-for-money";"1";"1";"1";"the ration between cost and quality";"D N P N C N";"the#1330 ration#1 between#8 costs#3 and#745 quality#17"
"the rooms on the street side#Rooms";"1";"1";"1";"the room on the street side";"D N P D N N";"the#1330 rooms#80 on#111 the#1330 street#13 side#11"
"the rest of the animation team#Staff";"1";"1";"1";"the rest of the animation team";"D N P D N N";"the#1330 rest#7 of#340 the#1330 animation#8 team#11"
"the team of the main restaurant#Staff";"1";"1";"1";"the team of the main restaurant";"D N P D G N";"the#1330 team#11 of#340 the#1330 main#16 restaurant#47"
"a little later cut off on sunday#Facilities";"1";"2";"2";"a little later cut off on Sunday";"D A A V A P R";"a#534 little#32 later#4 cut#2 off#10 on#111 sunday#2"
"transfer from the airport to the hotel#Transportation";"1";"1";"1";"Transfer from the airport to the hotel";"R P D N P D N";"transfer#4 from#101 the#1330 airport#21 to#506 the#1330 hotel#430"
"the way they solved the food situation#Restaurant";"1";"1";"1";"the way they solve the food situation";"D N Q V D N N";"the#1330 way#6 they#51 solved#2 the#1330 food#73 situation#3"
"some of the items in the room#Rooms";"1";"1";"1";"some of the item in the room";"D P D N P D N";"some#42 of#340 the#1330 items#4 in#432 the#1330 room#185"
"parking for all hotel and inn customers#Car parking";"1";"1";"1";"parking for all hotel and inn customer";"N P D N C G N";"parking#10 for#282 all#116 hotel#430 and#745 inn#3 customers#3"
"shuttle bus to / from the airport#Transportation";"1";"1";"1";"shuttle bus to / from the airport";"N N P V P D N";"shuttle#6 bus#17 to#506 /#25 from#101 the#1330 airport#21"
"rooms with a view on other site#Rooms";"1";"1";"1";"room with a view on other site";"N P D N P G N";"rooms#80 with#183 a#534 view#24 on#111 other#42 site#4"
"view of the mountains from my balcony#Rooms";"1";"1";"1";"view of the mountain from my balcony";"N P D N P Q N";"view#24 of#340 the#1330 mountains#1 from#101 my#77 balcony#6"
"other "" ingredients "" of a spa treatment#Facilities";"1";"1";"1";"other "" ingredient "" of a spa treatment";"G N N N P D N N";"other#42 ""#36 ingredients#1 ""#36 of#340 a#534 spa#13 treatment#3"
"to get to the hotel with a car#unknown";"1";"1";"1";"to get to the hotel with a car";"P V P D N P D N";"to#506 get#39 to#506 the#1330 hotel#430 with#183 a#534 car#7"
"welcome by the reseption and the general mangers#Staff";"1";"1";"1";"welcome by the reseption and the general manger";"G P D N C D G N";"welcome#7 by#39 the#1330 reseption#1 and#745 the#1330 general#13 mangers#1"
"20 eur “ late check · in fee#Reservation/check-in/check-out";"1";"1";"1";"20 EUR “ late check · in fee";"O R N G N N P N";"20#11 eur#4 “#1 late#6 check#17 ·#147 in#432 fee#1"
"taxi ride to the town center & amp#Transportation";"1";"1";"1";"taxi ride to the town center & amp";"N N P D N N C N";"taxi#3 ride#3 to#506 the#1330 town#6 center#28 &#20 amp#2"
"easy access to hop & hop bus tour#Transportation";"1";"1";"1";"easy access to hop & hop bus tour";"G N P V C V N N";"easy#10 access#9 to#506 hop#4 &#20 hop#4 bus#17 tour#4"
"coach to the airport and corte d 'ingles#Transportation";"1";"1";"1";"coach to the airport and Corte d 'ingles";"N P D N C R O N";"coach#2 to#506 the#1330 airport#21 and#745 corte#1 d#2 'ingles#1"
"a bus stop that goes to the rer station#Location";"1";"1";"1";"a bus stop that go to the RER station";"D N N O V P D R N";"a#534 bus#17 stop#6 that#102 goes#2 to#506 the#1330 rer#5 station#22"
"set of house rules that seemed made for partying teenagers#unknown";"1";"1";"1";"set of house rule that seem make for party teenager";"N P N N P V V P V N";"set#4 of#340 house#4 rules#2 that#102 seemed#6 made#20 for#282 partying#1 teenagers#2"
"all kinds of food from different regions of the world#Restaurant";"1";"1";"1";"all kind of food from different region of the world";"D N P N P G N P D N";"all#116 kinds#1 of#340 food#73 from#101 different#11 regions#1 of#340 the#1330 world#12"
"lots of narrow old streets with shopping of all kind#Location";"1";"1";"1";"lot of narrow old street with shopping of all kind";"N P G G N P N P D N";"lots#8 of#340 narrow#3 old#36 streets#2 with#183 shopping#17 of#340 all#116 kind#14"
"a nite were we could not find something to eat#Restaurant";"1";"1";"1";"a nite be we can not find something to eat";"D G V Q O A V N P V";"a#534 nite#1 were#140 we#214 could#29 not#203 find#13 something#10 to#506 eat#11"
