"exp#pol";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"hacían mucho ruido#negative";"1";"1";"1";"hacían mucho ruido";"G G N";"hacían#1 mucho#66 ruido#16"
"a 20 min#positive";"1";"1";"1";"a 20 min";"D O N";"a#550 20#9 min#1"
"parece un motel#negative";"1";"1";"1";"parece un motel";"O G N";"parece#9 un#503 motel#1"
"en la animada#positive";"1";"1";"1";"en la animada";"O O O";"en#860 la#1114 animada#1"
"unico punto negativo#negative";"1";"1";"1";"Unico punto negativo";"R P G";"unico#8 punto#9 negativo#2"
"no nos limpiaba#negative";"1";"1";"1";"no nos limpiaba";"D N O";"no#332 nos#145 limpiaba#1"
"a tu alrededor#positive";"1";"1";"1";"a tu alrededor";"D N A";"a#550 tu#11 alrededor#6"
"lo unico bueno#positive";"1";"1";"1";"lo unico bueno";"G N N";"lo#309 unico#8 bueno#49"
"un poco justa#negative";"1";"1";"1";"un poco justa";"G N N";"un#503 poco#59 justa#1"
"tan tan perfumado#negative";"1";"1";"1";"tan tan perfumado";"G G G";"tan#30 tan#30 perfumado#1"
"hay que llevar#negative";"1";"1";"1";"hay que llevar";"G G N";"hay#101 que#771 llevar#3"
"salimos muy contentos#strongpositive";"1";"1";"1";"salimos muy contentos";"N G N";"salimos#4 muy#623 contentos#10"
"destacar lo confortable#positive";"1";"1";"1";"Destacar lo confortable";"R V G";"destacar#12 lo#309 confortable#16"
"podria insonorizarse mejor#negative";"1";"1";"1";"podria insonorizarse mejor";"N G N";"podria#2 insonorizarse#1 mejor#67"
"muy bien aisladas#strongpositive";"1";"1";"1";"muy bien aisladas";"O O O";"muy#623 bien#212 aisladas#1"
"muy bien localizado#strongpositive";"1";"1";"1";"muy bien localizado";"G G N";"muy#623 bien#212 localizado#1"
"de nueva construccion#positive";"1";"1";"1";"de nueva construccion";"P N N";"de#1387 nueva#3 construccion#1"
"apenas cabes andando#negative";"1";"1";"1";"apenas cabes andando";"O O O";"apenas#6 cabes#1 andando#30"
"por su situación#positive";"1";"1";"1";"por su situación";"G N N";"por#252 su#66 situación#24"
"voy a regresar#positive";"1";"1";"1";"Voy a regresar";"R D N";"voy#2 a#550 regresar#1"
"a dos pasos#positive";"1";"1";"1";"a dos pasos";"D N V";"a#550 dos#45 pasos#2"
"por una esquina#positive";"1";"1";"1";"por una esquina";"O O O";"por#252 una#277 esquina#2"
"difícil de encontrar#negative";"1";"1";"1";"Difícil de encontrar";"R P G";"difícil#2 de#1387 encontrar#9"
"mis buena sensaciones#positive";"1";"1";"1";"mis buena sensaciones";"V N N";"mis#9 buena#115 sensaciones#3"
"metia mucho ruido#negative";"1";"1";"1";"metia mucho ruido";"N G N";"metia#1 mucho#66 ruido#16"
"de todo tipo#positive";"1";"1";"1";"de todo tipo";"P G N";"de#1387 todo#193 tipo#20"
"1 autentico .........#negative";"1";"1";"1";"1 autentico .........";"O N O";"1#10 autentico#3 .........#5"
"enorme de grande#strongpositive";"1";"1";"1";"enorme de grande";"G P G";"enorme#10 de#1387 grande#33"
"peor trato imposible#strongnegative";"1";"1";"1";"Peor trato imposible";"R N G";"peor#14 trato#60 imposible#5"
"una autentica preciosidad#strongpositive";"1";"1";"1";"una autentica preciosidad";"G N N";"una#277 autentica#1 preciosidad#2"
"nos encantaría volver#strongpositive";"1";"1";"1";"Nos encantaría volver";"R O A";"nos#145 encantaría#1 volver#13"
"tenían luz natural#positive";"1";"1";"1";"tenían luz natural";"G N N";"tenían#4 luz#2 natural#7"
"de buenas costumbres#positive";"1";"1";"1";"de buenas costumbres";"P N N";"de#1387 buenas#21 costumbres#1"
"cuanto menos expectacular#strongpositive";"1";"1";"1";"cuanto menos expectacular";"P N G";"cuanto#10 menos#24 expectacular#1"
"se quedó corta#negative";"1";"1";"1";"se quedó corta";"Q N N";"se#195 quedó#3 corta#3"
"son geniales !!#strongpositive";"1";"1";"1";"son geniales !!";"N N V";"son#117 geniales#8 !!#9"
"si estas solo#positive";"1";"1";"1";"si estas solo";"G N A";"si#116 estas#6 solo#33"
"no estoy conforme#negative";"1";"1";"1";"no estoy conforme";"D N N";"no#332 estoy#5 conforme#1"
"no enfriaba mucho#negative";"1";"1";"1";"no enfriaba mucho";"D N G";"no#332 enfriaba#1 mucho#66"
"de tamaño olímpico#positive";"1";"1";"1";"de tamaño olímpico";"P N N";"de#1387 tamaño#10 olímpico#1"
"con gran calidad#strongpositive";"1";"1";"1";"con gran calidad";"O G N";"con#413 gran#85 calidad#74"
"a veces baja#negative";"1";"1";"1";"a veces baja";"D N O";"a#550 veces#14 baja#2"
"hay que hacer#negative";"1";"1";"1";"hay que hacer";"G N N";"hay#101 que#771 hacer#21"
"no hizo nada#negative";"1";"1";"1";"no hizo nada";"D N O";"no#332 hizo#7 nada#60"
"necesita mejorar mucho#negative";"1";"1";"1";"necesita mejorar mucho";"O N G";"necesita#10 mejorar#8 mucho#66"
"delante del hotel#positive";"1";"1";"1";"delante del hotel";"V G N";"delante#3 del#362 hotel#647"
"trato super amable#strongpositive";"1";"1";"1";"trato super amable";"P G G";"trato#60 super#16 amable#42"
"atendieron muy bien#strongpositive";"1";"1";"1";"atendieron muy bien";"V G N";"atendieron#3 muy#623 bien#212"
"en el medio#positive";"1";"1";"1";"en el medio";"P N N";"en#860 el#1001 medio#3"
"lo único desfavorable#negative";"1";"1";"1";"Lo único desfavorable";"R N N";"lo#309 único#13 desfavorable#2"
"a un tiro#positive";"1";"1";"1";"a un tiro";"D G N";"a#550 un#503 tiro#1"
"vamos a repetir#positive";"1";"1";"1";"vamos a repetir";"V D N";"vamos#7 a#550 repetir#14"
"el mas variado#positive";"1";"1";"1";"el mama variado";"N N V";"el#1001 mas#57 variado#16"
"tratan estupendamente bien#strongpositive";"1";"1";"1";"tratan estupendamente bien";"O O O";"tratan#2 estupendamente#2 bien#212"
"bien en general#positive";"1";"1";"1";"bien en general";"N P G";"bien#212 en#860 general#34"
"estupendo para descansar#strongpositive";"1";"1";"1";"estupendo para descansar";"V G N";"estupendo#16 para#378 descansar#15"
"dieron a escoger#positive";"1";"1";"1";"dieron a escoger";"V D N";"dieron#11 a#550 escoger#3"
"necesita un poco#negative";"1";"1";"1";"necesita un poco";"O G N";"necesita#10 un#503 poco#59"
"en plena naturaleza#positive";"1";"1";"1";"en plena naturaleza";"P G N";"en#860 plena#12 naturaleza#3"
"se puede mejorar#negative";"1";"1";"1";"se puede mejorar";"N V N";"se#195 puede#31 mejorar#8"
"volveria a visitar#positive";"1";"1";"1";"volveria a visitar";"N D G";"volveria#4 a#550 visitar#30"
"salvo las habitaciones#negative";"1";"1";"1";"salvo las habitaciones";"G N N";"salvo#2 las#355 habitaciones#142"
"superior en calidad#strongpositive";"1";"1";"1";"superior en calidad";"G P G";"superior#1 en#860 calidad#74"
"recomendado para todos#positive";"1";"1";"1";"recomendado para todos";"V N N";"recomendado#7 para#378 todos#66"
"comiendo lo mismo#negative";"1";"1";"1";"comiendo lo mismo";"N G N";"comiendo#1 lo#309 mismo#18"
"repetiremos sin duda#positive";"1";"1";"1";"repetiremos sin duda";"O O O";"repetiremos#2 sin#87 duda#22"
"en la almohada#positive";"1";"1";"1";"en la almohada";"O O O";"en#860 la#1114 almohada#1"
"repetiré sin dudarlo#strongpositive";"1";"1";"1";"repetiré sin dudarlo";"N N N";"repetiré#2 sin#87 dudarlo#3"
"no sorprente mucho#negative";"1";"1";"1";"no sorprente mucho";"D G G";"no#332 sorprente#1 mucho#66"
"casi tres metros#positive";"1";"1";"1";"casi tres metro";"O N N";"casi#13 tres#14 metros#13"
"volvería con gusto#positive";"1";"1";"1";"volvería con gusto";"N A G";"volvería#5 con#413 gusto#16"
"tan genial !!#strongpositive";"1";"1";"1";"tan genial !!";"G G N";"tan#30 genial#31 !!#9"
"no disponía de#negative";"1";"1";"1";"no disponía de";"D N P";"no#332 disponía#2 de#1387"
"muy bien conservadas#strongpositive";"1";"1";"1";"muy bien conservadas";"G N N";"muy#623 bien#212 conservadas#1"
"esta en plena#negative";"1";"1";"1";"esta en plena";"O O O";"esta#112 en#860 plena#12"
"super bien acondicionado#strongpositive";"1";"1";"1";"super bien acondicionado";"G N N";"super#16 bien#212 acondicionado#17"
"más que aceptables#strongpositive";"1";"1";"1";"más que aceptables";"V G N";"más#55 que#771 aceptables#1"
"más bien pequeño#negative";"1";"1";"1";"más bien pequeño";"V G N";"más#55 bien#212 pequeño#30"
"quede muy satisfecho#strongpositive";"1";"1";"1";"quede muy satisfecho";"N G N";"quede#5 muy#623 satisfecho#1"
"en el aseo#negative";"1";"1";"1";"en el aseo";"P N N";"en#860 el#1001 aseo#5"
"se duerme bien#positive";"1";"1";"1";"se duerme bien";"N N N";"se#195 duerme#1 bien#212"
"con buena variedad#positive";"1";"1";"1";"con buena variedad";"G N N";"con#413 buena#115 variedad#31"
"más que atento#strongpositive";"1";"1";"1";"más que atento";"N V P";"más#55 que#771 atento#19"
"dijo que no#negative";"1";"1";"1";"dijo que no";"V V A";"dijo#1 que#771 no#332"
"se puede recorrer#positive";"1";"1";"1";"se puede recorrer";"N N N";"se#195 puede#31 recorrer#4"
"tubimos un problema#negative";"1";"1";"1";"tubimos un problema";"O G N";"tubimos#1 un#503 problema#13"
"atienden muy bien#strongpositive";"1";"1";"1";"atienden muy bien";"P G G";"atienden#2 muy#623 bien#212"
"muy malos modales#strongnegative";"1";"1";"1";"muy malos modales";"O O O";"muy#623 malos#3 modales#1"
"sobre el canal#positive";"1";"1";"1";"sobre el canal";"G N N";"sobre#29 el#1001 canal#1"
"sentir como reyes#strongpositive";"1";"1";"1";"sentir como reyes";"N N N";"sentir#5 como#114 reyes#2"
"genial para trabajo#positive";"1";"1";"1";"genial para trabajo";"G N N";"genial#31 para#378 trabajo#17"
"no vino nadie#negative";"1";"1";"1";"no vino nadie";"D N N";"no#332 vino#4 nadie#4"
"muy poco servicial#strongnegative";"1";"1";"1";"muy poco servicial";"G N N";"muy#623 poco#59 servicial#6"
"a pocos pasos#positive";"1";"1";"1";"a pocos pasos";"D N O";"a#550 pocos#10 pasos#2"
"con mucho cariño#strongpositive";"1";"1";"1";"con mucho cariño";"G G N";"con#413 mucho#66 cariño#1"
"tampoco deben olvidar#negative";"1";"1";"1";"tampoco deben olvidar";"N N N";"tampoco#13 deben#1 olvidar#3"
"un tanto deficiente.no#negative";"1";"1";"1";"un tanto deficiente.no";"G N N";"un#503 tanto#29 deficiente.no#1"
"el mas cutre#negative";"1";"1";"1";"el mas cutre";"N V G";"el#1001 mas#57 cutre#1"
"se las merece#positive";"1";"1";"1";"se las merece";"N N V";"se#195 las#355 merece#15"
"sin ningun ruido#positive";"1";"1";"1";"sin ningun ruido";"N O N";"sin#87 ningun#5 ruido#16"
"muy recomendado !!#strongpositive";"1";"1";"1";"muy recomendado !!";"G N N";"muy#623 recomendado#7 !!#9"
"cada media hora#positive";"1";"1";"1";"cada medium hora";"N N N";"cada#10 media#9 hora#17"
"realmente se puede#positive";"1";"1";"1";"realmente se puede";"O O O";"realmente#11 se#195 puede#31"
"una gran cantidad#positive";"1";"1";"1";"una gran cantidad";"G N N";"una#277 gran#85 cantidad#8"
"sin grandes lujos#negative";"1";"1";"1";"sin grandes lujos";"N N N";"sin#87 grandes#25 lujos#4"
"aunque en bormujos#negative";"1";"1";"1";"aunque en Bormujos";"G P R";"aunque#79 en#860 bormujos#1"
"de absoluta tranquilidad#strongpositive";"1";"1";"1";"de absoluta tranquilidad";"P G N";"de#1387 absoluta#1 tranquilidad#12"
"esperábamos mucho menos#positive";"1";"1";"1";"esperábamos mucho menos";"V G N";"esperábamos#2 mucho#66 menos#24"
"no demasiado molesto#positive";"1";"1";"1";"no demasiado molesto";"D N N";"no#332 demasiado#7 molesto#4"
"para pasear por#positive";"1";"1";"1";"para pasear por";"G N O";"para#378 pasear#2 por#252"
"un poco deteriorada#negative";"1";"1";"1";"un poco deteriorada";"G N N";"un#503 poco#59 deteriorada#1"
"es la feria#negative";"1";"1";"1";"es la feria";"N D N";"es#476 la#1114 feria#1"
"de no volver#negative";"1";"1";"1";"de no volver";"P D N";"de#1387 no#332 volver#13"
"llena de manchas#negative";"1";"1";"1";"llena de manchas";"O O O";"llena#4 de#1387 manchas#2"
"sin dudas elegiria#positive";"1";"1";"1";"sin dudas elegiria";"N N V";"sin#87 dudas#3 elegiria#1"
"se puede acceder#positive";"1";"1";"1";"se puede acceder";"O O O";"se#195 puede#31 acceder#6"
"con encanto familiar#positive";"1";"1";"1";"con encanto familiar";"G N G";"con#413 encanto#15 familiar#15"
"no estan mal#positive";"1";"1";"1";"no estan mal";"D N G";"no#332 estan#11 mal#42"
"puedes ir andando#positive";"1";"1";"1";"puedes ir andando";"V Q N";"puedes#20 ir#51 andando#30"
"fácil de localizar#positive";"1";"1";"1";"fácil de localizar";"G P G";"fácil#4 de#1387 localizar#1"
"llena de algas#negative";"1";"1";"1";"llena de algas";"O O O";"llena#4 de#1387 algas#1"
"sin duda repetiria#positive";"1";"1";"1";"Sin duda repetiria";"R N N";"sin#87 duda#22 repetiria#1"
"un poco viejo#negative";"1";"1";"1";"un poco viejo";"G N N";"un#503 poco#59 viejo#5"
"estuvimos 3dias sin#negative";"1";"1";"1";"estuvimos 3dias sin";"N O N";"estuvimos#31 3dias#1 sin#87"
"el único pero#negative";"1";"1";"1";"El único pero";"R R O";"el#1001 único#13 pero#168"
"espectacularmente bien situado#strongpositive";"1";"1";"1";"espectacularmente bien situado";"O O O";"espectacularmente#1 bien#212 situado#65"
"alejadode la cama#negative";"1";"1";"1";"alejadode la cama";"G N N";"alejadode#1 la#1114 cama#38"
"quejamos a recepción#negative";"1";"1";"1";"quejamos a recepción";"O D G";"quejamos#1 a#550 recepción#47"
"lleno de chinches#negative";"1";"1";"1";"lleno de chinches";"N P N";"lleno#4 de#1387 chinches#2"
"volvería a alojarme#positive";"1";"1";"1";"Volvería a alojarme";"R D G";"volvería#5 a#550 alojarme#3"
"no funciona bien#negative";"1";"1";"1";"no funciona bien";"O O O";"no#332 funciona#8 bien#212"
"está perfectamente ubicado#strongpositive";"1";"1";"1";"Está perfectamente ubicado";"R O O";"está#95 perfectamente#8 ubicado#22"
"un poco decepcionante#negative";"1";"1";"1";"un poco decepcionante";"G N N";"un#503 poco#59 decepcionante#4"
"no sea centrico#negative";"1";"1";"1";"no sea centrico";"D N N";"no#332 sea#12 centrico#15"
"un lujo total#strongpositive";"1";"1";"1";"un lujo total";"G N N";"un#503 lujo#11 total#6"
"media hora andando#positive";"1";"1";"1";"medium hora andando";"N N C";"media#9 hora#17 andando#30"
"no se corresponde#negative";"1";"1";"1";"no se corresponde";"D O O";"no#332 se#195 corresponde#1"
"delante del complejo#positive";"1";"1";"1";"delante del complejo";"O O O";"delante#3 del#362 complejo#10"
"en perfecto estado#strongpositive";"1";"1";"1";"en perfecto estado";"P O O";"en#860 perfecto#35 estado#28"
"muy bien situado#strongpositive";"0";"10";"15";"muy bien situado";"G N N";"muy#623 bien#212 situado#65"
"muy bien ubicado#strongpositive";"0";"8";"13";"muy bien ubicado";"G N N";"muy#623 bien#212 ubicado#22"
"merece la pena#positive";"0";"6";"7";"merece la pena";"O O O";"merece#15 la#1114 pena#14"
"en el centro#positive";"0";"4";"25";"en el centro";"O O O";"en#860 el#1001 centro#95"
"al lado de#positive";"0";"4";"12";"al lado de";"G N P";"al#171 lado#29 de#1387"
"muy bien comunicado#strongpositive";"0";"3";"6";"muy bien comunicado";"G G G";"muy#623 bien#212 comunicado#15"
"no es necesario#positive";"0";"3";"4";"no es necesario";"D N G";"no#332 es#476 necesario#10"
"todo un lujo#strongpositive";"0";"3";"4";"todo un lujo";"N G N";"todo#193 un#503 lujo#11"
"no estaba mal#positive";"0";"3";"4";"no estaba mal";"D N G";"no#332 estaba#39 mal#42"
"muy bien situado#positive";"0";"2";"15";"muy bien situado";"G N N";"muy#623 bien#212 situado#65"
"hay mucha variedad#strongpositive";"0";"2";"3";"hay mucha variedad";"N O V";"hay#101 mucha#21 variedad#31"
"a buen precio#positive";"0";"2";"6";"a buen precio";"D G N";"a#550 buen#109 precio#79"
"un poco pequeñas#negative";"0";"2";"4";"un poco pequeñas";"G N N";"un#503 poco#59 pequeñas#13"
"en la puerta#positive";"0";"2";"6";"en la puerta";"O O O";"en#860 la#1114 puerta#25"
"estamos muy contentos#strongpositive";"0";"2";"3";"estamos muy contentos";"N G N";"estamos#6 muy#623 contentos#10"
"a la entrada#positive";"0";"2";"3";"a la entrada";"O O O";"a#550 la#1114 entrada#13"
"a pocos metros#positive";"0";"2";"3";"a pocos metros";"D N O";"a#550 pocos#10 metros#13"
"en el parking#positive";"0";"1";"2";"en el parking";"P N N";"en#860 el#1001 parking#14"
"es un buen#positive";"0";"1";"8";"es un buen";"N G G";"es#476 un#503 buen#109"
"estaba bastante bien#positive";"0";"1";"2";"estaba bastante bien";"N N N";"estaba#39 bastante#66 bien#212"
"no está mal#positive";"0";"1";"5";"no está mal";"D N G";"no#332 está#95 mal#42"
"directo al centro#positive";"0";"1";"2";"directo al centro";"N G N";"directo#3 al#171 centro#95"
"el único inconveniente#negative";"0";"1";"3";"El único inconveniente";"R R N";"el#1001 único#13 inconveniente#3"
"donde se encuentra#positive";"0";"1";"2";"donde se encuentra";"O O O";"donde#38 se#195 encuentra#19"
"tiene de todo#strongpositive";"0";"1";"2";"tiene de todo";"G O O";"tiene#95 de#1387 todo#193"
"un poco caro#negative";"0";"1";"3";"un poco caro";"G N N";"un#503 poco#59 caro#17"
"muy bien comunicado#positive";"0";"1";"6";"muy bien comunicado";"G G G";"muy#623 bien#212 comunicado#15"
"vale la pena#positive";"0";"1";"2";"Vale la pena";"R D O";"vale#6 la#1114 pena#14"
"necesita una reforma#negative";"0";"1";"4";"necesita una reforma";"G G N";"necesita#10 una#277 reforma#7"
"a 5 minuto#positive";"0";"1";"2";"a 5 minuto";"D O N";"a#550 5#29 minuto#3"
"a 50 metros#positive";"0";"1";"2";"a 50 metro";"D O N";"a#550 50#3 metros#13"
"un 4 estrellas#positive";"0";"1";"2";"un 4 estrellas";"G O N";"un#503 4#24 estrellas#31"
"eran de 1,05#negative";"0";"1";"2";"eran de 1,05";"G P O";"eran#16 de#1387 1,05#4"
"en los alrededores#positive";"0";"1";"2";"en los alrededores";"P N N";"en#860 los#274 alrededores#7"
"está muy bien#strongpositive";"0";"1";"13";"está muy bien";"O O O";"está#95 muy#623 bien#212"
"es bastante básica#negative";"0";"1";"2";"es bastante básica";"V N N";"es#476 bastante#66 básica#3"
"no tiene precio#positive";"0";"1";"2";"no tiene precio";"D N N";"no#332 tiene#95 precio#79"
"apto para bebes#positive";"0";"1";"2";"apto para bebes";"P G N";"apto#3 para#378 bebes#2"
"es muy agradable#strongpositive";"0";"1";"4";"es muy agradable";"V G G";"es#476 muy#623 agradable#34"
"no se oye#positive";"0";"1";"2";"no se oye";"D N A";"no#332 se#195 oye#2"
"enfrente del hotel#positive";"0";"1";"5";"enfrente del hotel";"G G N";"enfrente#7 del#362 hotel#647"
"con mucha variedad#strongpositive";"0";"1";"2";"con mucha variedad";"O O N";"con#413 mucha#21 variedad#31"
"en la azotea#positive";"0";"1";"8";"en la azotea";"P D O";"en#860 la#1114 azotea#14"
"con mucha arena#positive";"0";"1";"2";"con mucha arena";"G G N";"con#413 mucha#21 arena#6"
"retirado del centro#negative";"0";"1";"2";"retirado del centro";"N O O";"retirado#2 del#362 centro#95"
"esta situado en#positive";"0";"1";"4";"esta situado en";"D N P";"esta#112 situado#65 en#860"
"100 % recomendable#strongpositive";"0";"1";"2";"100 % recomendable";"O N N";"100#8 %#8 recomendable#43"
"de lo mejor#strongpositive";"0";"1";"4";"de lo mejor";"O O O";"de#1387 lo#309 mejor#67"
"esta muy centrico#strongpositive";"0";"1";"2";"esta muy centrico";"N G N";"esta#112 muy#623 centrico#15"
"no cobrar nada#positive";"0";"1";"2";"no cobrar nada";"D N O";"no#332 cobrar#2 nada#60"
"de los mejores#strongpositive";"0";"1";"4";"de los mejores";"P N N";"de#1387 los#274 mejores#10"
"a 5 minutos#positive";"0";"1";"7";"a 5 minutos";"D O N";"a#550 5#29 minutos#38"
"a 5 minutos#strongpositive";"0";"1";"7";"a 5 minutos";"D O N";"a#550 5#29 minutos#38"
"todo muy limpio#strongpositive";"0";"1";"7";"todo muy limpio";"P V N";"todo#193 muy#623 limpio#36"
"corazón de madrid#strongpositive";"0";"1";"4";"corazón de Madrid";"G P R";"corazón#4 de#1387 madrid#100"
"en la terraza#positive";"0";"1";"2";"en la terraza";"O O O";"en#860 la#1114 terraza#19"
"de buena calidad#positive";"0";"1";"4";"de buena calidad";"O O N";"de#1387 buena#115 calidad#74"
"muy de agradecer#strongpositive";"0";"1";"4";"Muy de agradecer";"R P N";"muy#623 de#1387 agradecer#9"
"bien de precio#positive";"0";"1";"3";"bien de precio";"G P N";"bien#212 de#1387 precio#79"
"perfecto para descansar#strongpositive";"0";"1";"2";"perfecto para descansar";"P N N";"perfecto#35 para#378 descansar#15"
"con gran variedad#positive";"0";"1";"2";"con gran variedad";"G N N";"con#413 gran#85 variedad#31"
"entre medias de#positive";"0";"1";"2";"entre medias de";"O O O";"entre#14 medias#2 de#1387"
"de 3 estrellas#positive";"0";"1";"3";"de 3 estrellas";"P O N";"de#1387 3#23 estrellas#31"
"es muy atento#strongpositive";"0";"1";"2";"es muy atento";"N G P";"es#476 muy#623 atento#19"
"son muy grandes#strongpositive";"0";"1";"5";"son muy grandes";"N G N";"son#117 muy#623 grandes#25"
"cercanos al hotel#positive";"0";"1";"2";"cercanos al hotel";"N G N";"cercanos#6 al#171 hotel#647"
"de 5 estrellas#strongpositive";"0";"1";"4";"de 5 estrellas";"P O N";"de#1387 5#29 estrellas#31"
"en medio del#positive";"0";"1";"2";"en medio del";"O O O";"en#860 medio#3 del#362"
"en las cercanías#positive";"0";"1";"2";"en las cercanías";"P G N";"en#860 las#355 cercanías#3"
"es muy pequeño#strongnegative";"0";"1";"2";"es muy pequeño";"V G N";"es#476 muy#623 pequeño#30"
"siempre tan amable#strongpositive";"0";"1";"2";"siempre tan amable";"G G G";"siempre#38 tan#30 amable#42"
"estado varias veces#positive";"0";"1";"3";"estado varias veces";"A V N";"estado#28 varias#11 veces#14"
"situado en el#positive";"0";"1";"5";"situado en el";"N O O";"situado#65 en#860 el#1001"
"es muy grande#strongpositive";"0";"1";"5";"es muy grande";"V G N";"es#476 muy#623 grande#33"
"con dos jacuzzis#positive";"0";"1";"3";"con dos jacuzzi";"G N N";"con#413 dos#45 jacuzzis#5"
"situado en plena#positive";"0";"1";"2";"situado en plena";"N P G";"situado#65 en#860 plena#12"
"unos 10 minutos#positive";"0";"1";"2";"unos 10 minutos";"P O N";"unos#39 10#22 minutos#38"
"nada de nada#positive";"0";"1";"4";"nada de nada";"O O O";"nada#60 de#1387 nada#60"
"con actividades permanentes#positive";"0";"1";"2";"con actividades permanentes";"A N V";"con#413 actividades#9 permanentes#2"
"a una calle#positive";"0";"1";"2";"a una calle";"D G N";"a#550 una#277 calle#16"
"en pleno centro#positive";"0";"1";"9";"en pleno centro";"O O N";"en#860 pleno#14 centro#95"
"disfrutar al máximo#strongpositive";"0";"1";"2";"disfrutar al máximo";"O G N";"disfrutar#19 al#171 máximo#3"
"en la zona#positive";"0";"1";"13";"en la zona";"O O O";"en#860 la#1114 zona#73"
"centro de madrid#positive";"0";"1";"21";"centro de Madrid";"O O R";"centro#95 de#1387 madrid#100"
"amplias y cómodas#positive";"0";"1";"3";"amplias y cómodas";"N A N";"amplias#24 y#1185 cómodas#17"
"son bastante espaciosas#positive";"0";"1";"2";"son bastante espaciosas";"N N N";"son#117 bastante#66 espaciosas#5"
"falta de mantenimiento#negative";"0";"1";"2";"falta de mantenimiento";"O O O";"falta#6 de#1387 mantenimiento#6"
"una buena oferta#positive";"0";"1";"3";"una buena oferta";"G N N";"una#277 buena#115 oferta#12"
"con acceso andando#positive";"0";"1";"2";"con acceso andando";"A V C";"con#413 acceso#21 andando#30"
"todo un lujo#positive";"0";"1";"4";"todo un lujo";"N G N";"todo#193 un#503 lujo#11"
"en frente hay#positive";"0";"1";"2";"en frente hay";"P G N";"en#860 frente#7 hay#101"
"deberían de tener#negative";"0";"1";"2";"deberían de tener";"O O N";"deberían#3 de#1387 tener#22"
"es sin cargo#positive";"0";"1";"2";"es sin cargo";"V N N";"es#476 sin#87 cargo#5"
"de 4 estrellas#positive";"0";"1";"4";"de 4 estrellas";"P O N";"de#1387 4#24 estrellas#31"
"no está mal#negative";"0";"1";"5";"no está mal";"D N G";"no#332 está#95 mal#42"
"100 % recomendable#positive";"0";"1";"2";"100 % recomendable";"O N N";"100#8 %#8 recomendable#43"
"dignos de mencionar#positive";"0";"1";"2";"dignos de mencionar";"N P G";"dignos#2 de#1387 mencionar#2"
"es muy grande#negative";"0";"1";"5";"es muy grande";"V G N";"es#476 muy#623 grande#33"
"no se escucha#positive";"0";"1";"2";"no se escucha";"D N O";"no#332 se#195 escucha#2"
"ha gustado mucho#strongpositive";"0";"1";"4";"ha gustado mucho";"V V G";"ha#45 gustado#10 mucho#66"
"es muy amable#strongpositive";"0";"1";"4";"es muy amable";"N G G";"es#476 muy#623 amable#42"
"al aire libre#positive";"0";"1";"2";"al aire libre";"G N N";"al#171 aire#22 libre#8"
"más que suficiente#positive";"0";"1";"2";"más que suficiente";"N V G";"más#55 que#771 suficiente#10"
"nada que ver#negative";"0";"1";"3";"Nada que ver";"R N A";"nada#60 que#771 ver#42"
"al igual que#positive";"0";"1";"6";"al igual que";"G G G";"al#171 igual#11 que#771"
"muy bien ubicado#positive";"0";"1";"13";"muy bien ubicado";"G N N";"muy#623 bien#212 ubicado#22"
"a 10 minutos#positive";"0";"1";"4";"a 10 minutos";"D O N";"a#550 10#22 minutos#38"
"esta bien situado#positive";"0";"1";"2";"esta bien situado";"N G N";"esta#112 bien#212 situado#65"
"se puede ver#positive";"0";"1";"3";"se puede ver";"O O A";"se#195 puede#31 ver#42"
"en la habitacion#positive";"0";"1";"11";"en la habitacion";"O O N";"en#860 la#1114 habitacion#32"
"situado al lado#positive";"0";"1";"4";"situado al lado";"N G N";"situado#65 al#171 lado#29"
"recomiendo para ejecutivos#positive";"0";"1";"2";"recomiendo para ejecutivos";"N N N";"recomiendo#39 para#378 ejecutivos#2"
"como en casa#strongpositive";"0";"1";"6";"como en casa";"O O O";"como#114 en#860 casa#16"
"no hay ruidos#positive";"0";"1";"2";"no hay ruidos";"D N N";"no#332 hay#101 ruidos#7"
"al 100 %#strongpositive";"0";"1";"3";"al 100 %";"G O N";"al#171 100#8 %#8"
"es muy buena#strongpositive";"0";"1";"15";"es muy buena";"V G N";"es#476 muy#623 buena#115"
"es de agradecer#positive";"0";"1";"3";"es de agradecer";"V P N";"es#476 de#1387 agradecer#9"
"es muy bueno#strongpositive";"0";"1";"7";"es muy bueno";"V G N";"es#476 muy#623 bueno#49"
"los mejores en#positive";"0";"1";"2";"los mejores en";"O O O";"los#274 mejores#10 en#860"
"a 5 minutos andando#positive";"1";"4";"4";"a 5 minutos andando";"D O N C";"a#550 5#29 minutos#38 andando#30"
"a 10 minutos andando#positive";"1";"3";"3";"a 10 minutos andando";"D O N C";"a#550 10#22 minutos#38 andando#30"
"lo que te ahorras#positive";"1";"2";"2";"lo que te ahorras";"O O O O";"lo#309 que#771 te#70 ahorras#3"
"ideal para escapadas urbanas#positive";"1";"2";"2";"ideal para escapadas urbanas";"R N V N";"ideal#28 para#378 escapadas#2 urbanas#2"
"fuera de la habitación#negative";"1";"2";"2";"fuera de la habitación";"N P D N";"fuera#13 de#1387 la#1114 habitación#119"
