"target#aspect";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"las instalaciones#Interior/exterior";"0";"11";"26";"las instalaciones";"G N";"las#355 instalaciones#42"
"la cama#Beds";"0";"10";"23";"la cama";"D N";"la#1114 cama#38"
"la habitacion#Rooms";"0";"10";"24";"la habitacion";"D N";"la#1114 habitacion#32"
"las instalaciones#Facilities";"0";"10";"26";"las instalaciones";"G N";"las#355 instalaciones#42"
"el precio#Value-for-money";"0";"9";"18";"El precio";"R N";"el#1001 precio#79"
"la ubicación#unknown";"0";"9";"20";"la ubicación";"D G";"la#1114 ubicación#51"
"una estancia#unknown";"0";"8";"10";"una estancia";"G N";"una#277 estancia#63"
"la estancia#unknown";"0";"8";"22";"la estancia";"R N";"la#1114 estancia#63"
"aire acondicionado#Facilities";"0";"8";"14";"aire acondicionado";"N N";"aire#22 acondicionado#17"
"gran via#Location";"0";"8";"23";"gran via";"N P";"gran#85 via#24"
"una habitación#Rooms";"0";"7";"11";"una habitación";"G N";"una#277 habitación#119"
"la ducha#Bathroom";"0";"7";"8";"la ducha";"N N";"la#1114 ducha#12"
"la atención#Staff";"0";"6";"15";"la atención";"D N";"la#1114 atención#27"
"un servicio#Staff";"0";"6";"9";"un servicio";"G N";"un#503 servicio#85"
"caja fuerte#Facilities";"0";"6";"14";"caja fuerte";"N N";"caja#16 fuerte#14"
"la experiencia#unknown";"0";"6";"7";"la experiencia";"D N";"la#1114 experiencia#15"
"la ubicación#Location";"0";"6";"20";"la ubicación";"D G";"la#1114 ubicación#51"
"su ubicación#Location";"0";"5";"7";"su ubicación";"N N";"su#66 ubicación#51"
"del centro#Location";"0";"4";"27";"del centro";"D N";"del#362 centro#95"
"dos jacuzzis#Facilities";"0";"4";"5";"dos jacuzzis";"N N";"dos#45 jacuzzis#5"
"el buffet#Restaurant";"0";"4";"10";"El buffet";"R N";"el#1001 buffet#31"
"lo cual#unknown";"0";"4";"16";"lo cual";"G G";"lo#309 cual#24"
"la recepción#Staff";"0";"4";"19";"la recepción";"D N";"la#1114 recepción#47"
"el metro#Transportation";"0";"4";"8";"el metro";"N N";"el#1001 metro#55"
"una zona#Location";"0";"4";"12";"una zona";"G N";"una#277 zona#73"
"el minibar#Facilities";"0";"4";"6";"el minibar";"N N";"el#1001 minibar#29"
"la atencion#Staff";"0";"4";"5";"La atencion";"R N";"la#1114 atencion#10"
"un baño#Bathroom";"0";"4";"6";"un baño";"G N";"un#503 baño#47"
"camp nou#Location";"0";"4";"13";"Camp Nou";"R R";"camp#16 nou#15"
"la recepción#Interior/exterior";"0";"4";"19";"la recepción";"D N";"la#1114 recepción#47"
"la decoración#Interior/exterior";"0";"4";"5";"La decoración";"D N";"la#1114 decoración#10"
"plaza mayor#Location";"0";"3";"7";"plaza mayor";"N N";"plaza#29 mayor#12"
"el barrio#Location";"0";"3";"6";"el barrio";"N N";"el#1001 barrio#8"
"los baños#Bathroom";"0";"3";"4";"los baños";"N N";"los#274 baños#7"
"al spa#Facilities";"0";"3";"10";"al spa";"G N";"al#171 spa#67"
"calidad precio#Value-for-money";"0";"3";"11";"calidad precio";"N G";"calidad#74 precio#79"
"los empleados#Staff";"0";"3";"5";"los empleados";"N N";"los#274 empleados#5"
"la zona#unknown";"0";"3";"37";"La zona";"D N";"la#1114 zona#73"
"la zona#Location";"0";"3";"37";"La zona";"D N";"la#1114 zona#73"
"la situación#unknown";"0";"3";"8";"la situación";"N N";"la#1114 situación#24"
"minibar gratuito#Facilities";"0";"3";"14";"minibar gratuito";"N N";"minibar#29 gratuito#28"
"unas vacaciones#unknown";"0";"3";"7";"unas vacaciones";"G N";"unas#34 vacaciones#28"
"el comedor#Restaurant";"0";"3";"4";"el comedor";"O O";"el#1001 comedor#6"
"la recepción#Reservation/check-in/check-out";"0";"3";"19";"la recepción";"D N";"la#1114 recepción#47"
"la fachada#Interior/exterior";"0";"3";"4";"la fachada";"D O";"la#1114 fachada#5"
"una experiencia#unknown";"0";"3";"5";"una experiencia";"G N";"una#277 experiencia#15"
"una reforma#Interior/exterior";"0";"3";"6";"una reforma";"G N";"una#277 reforma#7"
"los trabajadores#Staff";"0";"3";"5";"los trabajadores";"N V";"los#274 trabajadores#5"
"los precios#Value-for-money";"0";"3";"4";"los precios";"N V";"los#274 precios#9"
"la situación#Location";"0";"3";"8";"la situación";"N N";"la#1114 situación#24"
"unas vistas#Interior/exterior";"0";"2";"7";"unas vista";"G N";"unas#34 vistas#39"
"gran vía#Location";"0";"2";"19";"Gran Vía";"R R";"gran#85 vía#21"
"el silencio#Noisiness";"0";"2";"3";"el silencio";"N N";"el#1001 silencio#6"
"el parking#Car parking";"0";"2";"4";"el parking";"N N";"el#1001 parking#14"
"el metro#Location";"0";"2";"8";"el metro";"N N";"el#1001 metro#55"
"cama supletoria#Beds";"0";"2";"3";"cama supletoria";"O O";"cama#38 supletoria#4"
"sus habitaciones#Rooms";"0";"2";"3";"sus habitaciones";"O N";"sus#18 habitaciones#142"
"plaza españa#Location";"0";"2";"3";"plaza españa";"N N";"plaza#29 españa#11"
"los apartamentos#unknown";"0";"2";"5";"los apartamentos";"N N";"los#274 apartamentos#18"
"la infraestructura#Interior/exterior";"0";"2";"3";"La infraestructura";"R N";"la#1114 infraestructura#3"
"gran cosa#unknown";"0";"2";"5";"gran cosa";"O O";"gran#85 cosa#12"
"la tranquilidad#Noisiness";"0";"2";"3";"la tranquilidad";"D N";"la#1114 tranquilidad#12"
"su situación#Location";"0";"2";"4";"su situación";"G N";"su#66 situación#24"
"la habitación#unknown";"0";"2";"85";"La habitación";"R N";"la#1114 habitación#119"
"su precio#Value-for-money";"0";"2";"3";"su precio";"O O";"su#66 precio#79"
"de todo#unknown";"0";"2";"19";"de todo";"O O";"de#1387 todo#193"
"las maletas#unknown";"0";"2";"4";"las maletas";"N V";"las#355 maletas#6"
"la nevera#Facilities";"0";"2";"3";"La nevera";"R N";"la#1114 nevera#4"
"una situación#Location";"0";"2";"3";"una situación";"G N";"una#277 situación#24"
"la television#Facilities";"0";"2";"3";"la television";"D N";"la#1114 television#3"
"unos apartamentos#unknown";"0";"2";"3";"unos apartamentos";"N N";"unos#39 apartamentos#18"
"mini bar#Facilities";"0";"2";"5";"mini bar";"G N";"mini#8 bar#21"
"estos apartamentos#unknown";"0";"2";"4";"estos apartamentos";"O O";"estos#10 apartamentos#18"
"una parada#Transportation";"0";"2";"12";"una parada";"G N";"una#277 parada#30"
"un lujo#unknown";"0";"2";"7";"un lujo";"G N";"un#503 lujo#11"
"conexión wifi#Internet";"0";"2";"5";"conexión wifi";"G N";"conexión#6 wifi#24"
"el ambiente#unknown";"0";"2";"3";"El ambiente";"R R";"el#1001 ambiente#13"
"la playa#Interior/exterior";"0";"2";"45";"la playa";"D N";"la#1114 playa#79"
"el idioma#unknown";"0";"2";"3";"El idioma";"N N";"el#1001 idioma#3"
"un ambiente#unknown";"0";"2";"3";"un ambiente";"G G";"un#503 ambiente#13"
"los servicios#Staff";"0";"2";"9";"los servicios";"N V";"los#274 servicios#23"
"la amabilidad#Staff";"0";"2";"3";"la amabilidad";"O O";"la#1114 amabilidad#4"
"la estación#Location";"0";"2";"20";"la estación";"D N";"la#1114 estación#21"
"una terraza#Facilities";"0";"2";"6";"una terraza";"G N";"una#277 terraza#19"
"unas vistas#Rooms";"0";"2";"7";"unas vista";"G N";"unas#34 vistas#39"
"nuestra estancia#unknown";"0";"2";"8";"nuestra estancia";"O O";"nuestra#25 estancia#63"
"el pueblo#Location";"0";"2";"4";"El Pueblo";"R R";"el#1001 pueblo#8"
"las vistas#unknown";"0";"2";"11";"las vista";"G N";"las#355 vistas#39"
"unas instalaciones#Facilities";"0";"2";"3";"unas instalaciones";"O O";"unas#34 instalaciones#42"
"el restaurante#Restaurant";"0";"2";"6";"el restaurante";"N N";"el#1001 restaurante#22"
"la tele#Facilities";"0";"2";"5";"la tele";"D N";"la#1114 tele#6"
"un trato#Staff";"0";"2";"5";"un trato";"G N";"un#503 trato#60"
"los restaurantes#Restaurant";"0";"2";"6";"los restaurantes";"N V";"los#274 restaurantes#32"
"la calidad#unknown";"0";"2";"10";"La calidad";"O O";"la#1114 calidad#74"
"el lugar#Location";"0";"1";"8";"el lugar";"N N";"el#1001 lugar#42"
"el buffet#Breakfast";"0";"1";"10";"El buffet";"R N";"el#1001 buffet#31"
"con ella#unknown";"0";"1";"2";"con ella";"V N";"con#413 ella#3"
"el sitio#Location";"0";"1";"3";"el sitio";"N N";"el#1001 sitio#18"
"el servicio#Facilities";"0";"1";"41";"el servicio";"R N";"el#1001 servicio#85"
"para descansar#unknown";"0";"1";"12";"para descansar";"N N";"para#378 descansar#15"
"la vista#Interior/exterior";"0";"1";"2";"la vista";"D N";"la#1114 vista#8"
"las vistas#Interior/exterior";"0";"1";"11";"las vista";"G N";"las#355 vistas#39"
"unas instalaciones#Interior/exterior";"0";"1";"3";"unas instalaciones";"O O";"unas#34 instalaciones#42"
"el coche#Transportation";"0";"1";"11";"el coche";"N N";"el#1001 coche#19"
"el armario#Facilities";"0";"1";"4";"El armario";"R N";"el#1001 armario#8"
"una cocina#Facilities";"0";"1";"2";"una cocina";"G N";"una#277 cocina#7"
"una piscina#Swimming pool";"0";"1";"2";"una piscina";"G N";"una#277 piscina#46"
"el suelo#Rooms";"0";"1";"3";"el suelo";"N N";"el#1001 suelo#6"
"su spa#Facilities";"0";"1";"2";"su spa";"G N";"su#66 spa#67"
"plaza de#Location";"0";"1";"10";"plaza de";"O O";"plaza#29 de#1387"
"media pensión#Restaurant";"0";"1";"3";"media pensión";"O N";"media#9 pensión#9"
"ese aspecto#unknown";"0";"1";"2";"ese aspecto";"G N";"ese#11 aspecto#3"
"la temperatura#unknown";"0";"1";"2";"la temperatura";"N N";"la#1114 temperatura#3"
"todo eso#Facilities";"0";"1";"2";"todo eso";"N N";"todo#193 eso#22"
"centro comercial#Location";"0";"1";"6";"centro comercial";"N G";"centro#95 comercial#6"
"del metro#Location";"0";"1";"7";"del metro";"O O";"del#362 metro#55"
"la habitacion#unknown";"0";"1";"24";"la habitacion";"D N";"la#1114 habitacion#32"
"transporte publico#Transportation";"0";"1";"2";"transporte publico";"G G";"transporte#11 publico#5"
"una tv#Facilities";"0";"1";"2";"una tv";"G N";"una#277 tv#7"
"la casa#unknown";"0";"1";"4";"La casa";"R N";"la#1114 casa#16"
"el acceso#unknown";"0";"1";"3";"El acceso";"R O";"el#1001 acceso#21"
"ningún problema#unknown";"0";"1";"3";"ningún problema";"G N";"ningún#11 problema#13"
"la amplitud#unknown";"0";"1";"3";"la amplitud";"D N";"la#1114 amplitud#4"
"7 dias#unknown";"0";"1";"2";"7 dias";"O N";"7#7 dias#18"
"su gente#Staff";"0";"1";"2";"su gente";"O G";"su#66 gente#25"
"un sitio#Location";"0";"1";"4";"un sitio";"G N";"un#503 sitio#18"
"los jardines#Interior/exterior";"0";"1";"2";"los jardines";"N N";"los#274 jardines#6"
"la puerta#unknown";"0";"1";"19";"la puerta";"O O";"la#1114 puerta#25"
"patio interior#Interior/exterior";"0";"1";"3";"patio interior";"N P";"patio#3 interior#10"
"una ubicación#unknown";"0";"1";"2";"una ubicación";"G N";"una#277 ubicación#51"
"el bufet#Breakfast";"0";"1";"4";"El bufet";"R N";"el#1001 bufet#7"
"las camas#Rooms";"0";"1";"13";"las camas";"R V";"las#355 camas#26"
"los cuartos#Rooms";"0";"1";"2";"los cuartos";"N N";"los#274 cuartos#3"
"los sanitarios#Bathroom";"0";"1";"2";"Los sanitarios";"R O";"los#274 sanitarios#3"
"las escaleras#Interior/exterior";"0";"1";"2";"Las escaleras";"R O";"las#355 escaleras#5"
"la amplitud#Interior/exterior";"0";"1";"3";"la amplitud";"D N";"la#1114 amplitud#4"
"las facilidades#Facilities";"0";"1";"2";"las facilidades";"V N";"las#355 facilidades#4"
"nuestras vacaciones#unknown";"0";"1";"2";"nuestras vacaciones";"N N";"nuestras#5 vacaciones#28"
"un sitio#unknown";"0";"1";"4";"un sitio";"G N";"un#503 sitio#18"
"los ruidos#Noisiness";"0";"1";"2";"los ruidos";"N N";"los#274 ruidos#7"
"su ubicación#unknown";"0";"1";"7";"su ubicación";"N N";"su#66 ubicación#51"
"el resto#unknown";"0";"1";"6";"el resto";"V N";"el#1001 resto#6"
"el interior#Interior/exterior";"0";"1";"4";"El interior";"R G";"el#1001 interior#10"
"restaurantes asequibles#Location";"0";"1";"2";"restaurantes asequibles";"N N";"restaurantes#32 asequibles#3"
"el armario#Rooms";"0";"1";"4";"El armario";"R N";"el#1001 armario#8"
"un jacuzzi#Facilities";"0";"1";"2";"un jacuzzi";"G N";"un#503 jacuzzi#8"
"los servicios#Facilities";"0";"1";"9";"los servicios";"N V";"los#274 servicios#23"
"las espectativas#unknown";"0";"1";"2";"las espectativas";"N N";"las#355 espectativas#3"
"muchos restaurantes#Restaurant";"0";"1";"2";"muchos restaurantes";"N V";"muchos#17 restaurantes#32"
"las atenciones#unknown";"0";"1";"4";"las atenciones";"N V";"las#355 atenciones#6"
"un camping#unknown";"0";"1";"2";"un camping";"G N";"un#503 camping#14"
"pequeña cafetera#Facilities";"0";"1";"2";"pequeña cafetera";"N N";"pequeña#15 cafetera#14"
"las cenas#Restaurant";"0";"1";"2";"Las cenas";"R V";"las#355 cenas#6"
"5 dias#unknown";"0";"1";"2";"5 dias";"O N";"5#29 dias#18"
"lo unico#unknown";"0";"1";"6";"lo unico";"G N";"lo#309 unico#8"
"los pasillos#Interior/exterior";"0";"1";"2";"los pasillos";"O O";"los#274 pasillos#2"
"la gente#unknown";"0";"1";"10";"la gente";"D G";"la#1114 gente#25"
"las noches#unknown";"0";"1";"5";"las noches";"V N";"las#355 noches#14"
"la gente#Staff";"0";"1";"10";"la gente";"D G";"la#1114 gente#25"
"en taxi#Transportation";"0";"1";"4";"en taxi";"O N";"en#860 taxi#6"
"la directora#Staff";"0";"1";"2";"La directora";"R N";"la#1114 directora#3"
"los dueños#Staff";"0";"1";"2";"Los dueños";"R V";"los#274 dueños#2"
"las ventanas#Rooms";"0";"1";"2";"las ventanas";"V N";"las#355 ventanas#2"
"la pared#Rooms";"0";"1";"2";"la pared";"O O";"la#1114 pared#3"
"muchos canales#Facilities";"0";"1";"2";"muchos canales";"N N";"muchos#17 canales#4"
"el agua#unknown";"0";"1";"3";"el agua";"N N";"el#1001 agua#27"
"una renovación#Interior/exterior";"0";"1";"2";"una renovación";"G N";"una#277 renovación#3"
"la azotea#Interior/exterior";"0";"1";"14";"La azotea";"R D";"la#1114 azotea#14"
"agua caliente#unknown";"0";"1";"2";"agua caliente";"D N";"agua#27 caliente#2"
"las papeleras#Facilities";"0";"1";"2";"las papeleras";"A N";"las#355 papeleras#2"
"una zona#unknown";"0";"1";"12";"una zona";"G N";"una#277 zona#73"
"los detalles#unknown";"0";"1";"5";"los detalles";"N V";"los#274 detalles#18"
"el coche#unknown";"0";"1";"11";"el coche";"N N";"el#1001 coche#19"
"la oferta#unknown";"0";"1";"3";"la oferta";"O O";"la#1114 oferta#12"
"las comodidades#Facilities";"0";"1";"11";"Las comodidades";"R O";"las#355 comodidades#15"
"grandes almacenes#Location";"0";"1";"2";"grandes almacenes";"N N";"grandes#25 almacenes#2"
"casi todo#unknown";"0";"1";"5";"casi todo";"N P";"casi#13 todo#193"
"una cena#Restaurant";"0";"1";"2";"una cena";"G N";"una#277 cena#8"
"un spa#Facilities";"0";"1";"2";"un spa";"G N";"un#503 spa#67"
"la ciudad#Location";"0";"1";"50";"la ciudad";"D N";"la#1114 ciudad#64"
"el mar#Location";"0";"1";"4";"el mar";"N N";"el#1001 mar#9"
"muchísima variedad#Restaurant";"0";"1";"2";"muchísima variedad";"G N";"muchísima#3 variedad#31"
"de metro#Location";"0";"1";"28";"de metro";"P N";"de#1387 metro#55"
"lo demás#unknown";"0";"1";"4";"lo demás";"V N";"lo#309 demás#9"
"el sitio#unknown";"0";"1";"3";"el sitio";"N N";"el#1001 sitio#18"
"una reforma#unknown";"0";"1";"6";"una reforma";"G N";"una#277 reforma#7"
"el entorno#unknown";"0";"1";"2";"el entorno";"N N";"el#1001 entorno#6"
"la cama#Rooms";"0";"1";"23";"la cama";"D N";"la#1114 cama#38"
"las instalaciones#unknown";"0";"1";"26";"las instalaciones";"G N";"las#355 instalaciones#42"
"los alrededores#Location";"0";"1";"6";"los alrededores";"V N";"los#274 alrededores#7"
"las paredes#Interior/exterior";"0";"1";"2";"Las paredes";"R V";"las#355 paredes#2"
"de restauración#unknown";"0";"1";"2";"de restauración";"P N";"de#1387 restauración#3"
"la clientela#unknown";"0";"1";"2";"La clientela";"R N";"la#1114 clientela#5"
"las atenciones#Staff";"0";"1";"4";"las atenciones";"N V";"las#355 atenciones#6"
"su personal#Staff";"0";"1";"3";"su personal";"O G";"su#66 personal#135"
"el nombre#unknown";"0";"1";"2";"el nombre";"N N";"el#1001 nombre#3"
"su situación#unknown";"0";"1";"4";"su situación";"G N";"su#66 situación#24"
"muchos restaurantes#Location";"0";"1";"2";"muchos restaurantes";"N V";"muchos#17 restaurantes#32"
"el lugar#Interior/exterior";"0";"1";"8";"el lugar";"N N";"el#1001 lugar#42"
"un restaurante#unknown";"0";"1";"5";"un restaurante";"G N";"un#503 restaurante#22"
"el personal#unknown";"0";"1";"66";"el personal";"R G";"el#1001 personal#135"
"las habitaciones#unknown";"0";"1";"99";"Las habitaciones";"R V";"las#355 habitaciones#142"
"del personal#Staff";"0";"1";"26";"del personal";"N N";"del#362 personal#135"
"la recepcion#Reservation/check-in/check-out";"0";"1";"2";"la recepcion";"O N";"la#1114 recepcion#7"
"de malo#unknown";"0";"1";"3";"de malo";"O O";"de#1387 malo#14"
"nou camp#Location";"0";"1";"2";"Nou Camp";"R R";"nou#15 camp#16"
"el relax#Noisiness";"0";"1";"2";"el relax";"N G";"el#1001 relax#18"
"más variedades#unknown";"0";"1";"2";"más variedades";"N V";"más#55 variedades#2"
"estación central#Location";"0";"1";"2";"estación central";"N N";"estación#21 central#3"
"desayuno buffet#Breakfast";"0";"1";"8";"desayuno buffet";"N N";"desayuno#100 buffet#31"
"la entrada#Interior/exterior";"0";"1";"7";"La entrada";"R O";"la#1114 entrada#13"
"el entorno#Location";"0";"1";"2";"el entorno";"N N";"el#1001 entorno#6"
"del servicio#Staff";"0";"1";"3";"del servicio";"N N";"del#362 servicio#85"
"zonas comunes#Facilities";"0";"1";"4";"zonas comunes";"N N";"zonas#10 comunes#7"
"de autobuses#Location";"0";"1";"5";"de autobuses";"P N";"de#1387 autobuses#11"
"la terraza#Facilities";"0";"1";"6";"la terraza";"D N";"la#1114 terraza#19"
"un supermercado#Location";"0";"1";"2";"un supermercado";"G N";"un#503 supermercado#5"
"unos dias#unknown";"0";"1";"6";"unos dias";"N N";"unos#39 dias#18"
"este caso#unknown";"0";"1";"2";"este caso";"O O";"este#134 caso#6"
"en recepción#Interior/exterior";"0";"1";"10";"En recepción";"R N";"en#860 recepción#47"
"el agua#Restaurant";"0";"1";"3";"el agua";"N N";"el#1001 agua#27"
"los detalles#Facilities";"0";"1";"5";"los detalles";"N V";"los#274 detalles#18"
"una pensión#unknown";"0";"1";"2";"una pensión";"G N";"una#277 pensión#9"
"dos camas#Beds";"0";"1";"4";"dos camas";"N N";"dos#45 camas#26"
"el bar#Facilities";"0";"1";"6";"El bar";"R N";"el#1001 bar#21"
"los jardines#Facilities";"0";"1";"2";"los jardines";"N N";"los#274 jardines#6"
"el tranvía#Transportation";"0";"1";"2";"el tranvía";"N N";"el#1001 tranvía#4"
"el bufet#Restaurant";"0";"1";"4";"El bufet";"R N";"el#1001 bufet#7"
"un minibar#Facilities";"0";"1";"3";"un minibar";"G N";"un#503 minibar#29"
"esta cadena#unknown";"0";"1";"9";"esta cadena";"N N";"esta#112 cadena#26"
"la infraestructura#unknown";"0";"1";"3";"La infraestructura";"R N";"la#1114 infraestructura#3"
"un masaje#unknown";"0";"1";"4";"un masaje";"G N";"un#503 masaje#5"
"el cual#unknown";"0";"1";"2";"el cual";"N G";"el#1001 cual#24"
"este hotel.#unknown";"0";"1";"2";"este hotel.";"O O";"este#134 hotel.#4"
"paseo marítimo#Location";"0";"1";"2";"paseo marítimo";"N N";"paseo#3 marítimo#2"
"el olor#Cleanliness";"0";"1";"2";"el olor";"N N";"el#1001 olor#2"
"el desayuno buffet#Breakfast";"1";"7";"7";"el desayuno buffet";"R N N";"el#1001 desayuno#100 buffet#31"
"la plaza mayor#Location";"1";"4";"4";"la plaza mayor";"N N N";"la#1114 plaza#29 mayor#12"
"relacion calidad precio#Value-for-money";"1";"3";"3";"relacion calidad precio";"N N N";"relacion#12 calidad#74 precio#79"
"salas de fiestas#Location";"1";"2";"2";"salas de fiestas";"O O O";"salas#2 de#1387 fiestas#2"
"hoteles cadena senator#unknown";"1";"2";"2";"hoteles cadena Senator";"V N R";"hoteles#41 cadena#26 senator#24"
"todos los detalles#unknown";"1";"2";"2";"todos los detalles";"N N N";"todos#66 los#274 detalles#18"
"la habitación familiar#Rooms";"1";"2";"2";"La habitación familiar";"R N G";"la#1114 habitación#119 familiar#15"
"los restaurants temáticos#Restaurant";"1";"2";"2";"los restaurant temáticos";"O N N";"los#274 restaurants#2 temáticos#5"
"mini · bar#Facilities";"1";"2";"2";"mini · bar";"G N N";"mini#8 ·#45 bar#21"
"american airlines arena#Location";"1";"2";"2";"American Airlines Arena";"R R R";"american#2 airlines#2 arena#6"
"cápsulas de leche#Facilities";"1";"2";"2";"cápsulas de leche";"V P N";"cápsulas#3 de#1387 leche#3"
"el trato personal#Staff";"1";"2";"2";"el trato personal";"R P G";"el#1001 trato#60 personal#135"
"parada de taxis#Transportation";"1";"2";"2";"parada de taxi";"N P N";"parada#30 de#1387 taxis#3"
"el palacio real#Location";"1";"2";"2";"el palacio real";"N N G";"el#1001 palacio#3 real#3"
"el camp nou#Location";"1";"2";"2";"el Camp Nou";"N R R";"el#1001 camp#16 nou#15"
"caja fuerte gratuita#Facilities";"1";"2";"2";"caja fuerte gratuita";"N G N";"caja#16 fuerte#14 gratuita#9"
"tabla de panchar#Facilities";"1";"2";"2";"tabla de panchar";"N P N";"tabla#4 de#1387 panchar#2"
"la caja fuerte#Facilities";"1";"2";"2";"la caja fuerte";"D N N";"la#1114 caja#16 fuerte#14"
"servicio de internet#Internet";"1";"2";"2";"servicio de internet";"N P G";"servicio#85 de#1387 internet#11"
"la conexión wifi#Internet";"1";"2";"2";"la conexión WIFI";"N N R";"la#1114 conexión#6 wifi#24"
"el trato recibido#Staff";"1";"2";"2";"el trato recibido";"R P V";"el#1001 trato#60 recibido#5"
"tapones de oído#Noisiness";"1";"1";"1";"tapones de oído";"N O O";"tapones#2 de#1387 oído#1"
"muchas opciones dentro#Facilities";"1";"1";"1";"muchas opciones dentro";"A N V";"muchas#13 opciones#3 dentro#8"
"comodidades del recinto#Interior/exterior";"1";"1";"1";"comodidades del recinto";"N O O";"comodidades#15 del#362 recinto#2"
"su buffet libre#Restaurant";"1";"1";"1";"su buffet libre";"G N N";"su#66 buffet#31 libre#8"
"bar casa mario#unknown";"1";"1";"1";"bar casa Mario";"N N R";"bar#21 casa#16 mario#1"
"para conocer sevilla#unknown";"1";"1";"1";"para conocer Sevilla";"G N R";"para#378 conocer#20 sevilla#6"
"trato del personal.#Staff";"1";"1";"1";"trato del personal.";"N O O";"trato#60 del#362 personal.#1"
"una zona exclusiva#Interior/exterior";"1";"1";"1";"una zona exclusiva";"O O O";"una#277 zona#73 exclusiva#1"
"muchos puntos turísticos#Location";"1";"1";"1";"muchos puntos turísticos";"O O O";"muchos#17 puntos#3 turísticos#2"
"servicio de plancha#Facilities";"1";"1";"1";"servicio de plancha";"O O O";"servicio#85 de#1387 plancha#8"
"ubicación de madrid#Location";"1";"1";"1";"ubicación de Madrid";"O O R";"ubicación#51 de#1387 madrid#100"
"mucho por escoger#unknown";"1";"1";"1";"mucho por escoger";"O O O";"mucho#66 por#252 escoger#3"
"cafetería del hotel#unknown";"1";"1";"1";"cafetería del hotel";"O O N";"cafetería#3 del#362 hotel#647"
"reservar ningún día#Reservation/check-in/check-out";"1";"1";"1";"reservar ningún día";"N N N";"reservar#4 ningún#11 día#37"
"los 2 jacuzzy#Facilities";"1";"1";"1";"los 2 jacuzzy";"O O G";"los#274 2#18 jacuzzy#2"
"las atracciones turísticas#Location";"1";"1";"1";"las atracciones turísticas";"V N N";"las#355 atracciones#3 turísticas#1"
"cafetera de capsulas#Facilities";"1";"1";"1";"cafetera de capsulas";"N P N";"cafetera#14 de#1387 capsulas#1"
"una sensacion acogedora#unknown";"1";"1";"1";"una sensacion acogedora";"G N N";"una#277 sensacion#1 acogedora#8"
"tv de plasma#Facilities";"1";"1";"1";"TV de plasma";"N P N";"tv#7 de#1387 plasma#1"
"caja fuerte individaal#Facilities";"1";"1";"1";"caja fuerte individaal";"N N G";"caja#16 fuerte#14 individaal#1"
"el mismo marriott#Location";"1";"1";"1";"el mismo Marriott";"N N R";"el#1001 mismo#18 marriott#3"
"pantallas de planas#Facilities";"1";"1";"1";"pantallas de planas";"O O O";"pantallas#1 de#1387 planas#1"
"sitios de ocio#Location";"1";"1";"1";"sitios de ocio";"O O O";"sitios#6 de#1387 ocio#7"
"algunos restaurantes temáticos#Restaurant";"1";"1";"1";"algunos restaurantes temáticos";"N V N";"algunos#12 restaurantes#32 temáticos#5"
"de una terraza#Interior/exterior";"1";"1";"1";"de una terraza";"O O O";"de#1387 una#277 terraza#19"
"cama de matrimonio#Beds";"1";"1";"1";"cama de matrimonio";"N P N";"cama#38 de#1387 matrimonio#3"
"cadena playa senator#unknown";"1";"1";"1";"cadena Playa Senator";"N R R";"cadena#26 playa#79 senator#24"
"una caja fuerte#Facilities";"1";"1";"1";"una caja fuerte";"G N N";"una#277 caja#16 fuerte#14"
"el servicio recibido#Staff";"1";"1";"1";"el servicio recibido";"O O O";"el#1001 servicio#85 recibido#5"
"maquina de cafe#Facilities";"1";"1";"1";"maquina de cafe";"O O N";"maquina#1 de#1387 cafe#3"
"zona de aparcamiento#Car parking";"1";"1";"1";"zona de aparcamiento";"O O O";"zona#73 de#1387 aparcamiento#6"
"el hotel lloret#unknown";"1";"1";"1";"El hotel Lloret";"R N R";"el#1001 hotel#647 lloret#1"
"sofa · cama#Beds";"1";"1";"1";"sofa · cama";"D N N";"sofa#2 ·#45 cama#38"
"la cama supletoria#Beds";"1";"1";"1";"la cama supletoria";"O O O";"la#1114 cama#38 supletoria#4"
"la plaza dam#Location";"1";"1";"1";"la Plaza Dam";"D R R";"la#1114 plaza#29 dam#1"
"eleccion de viaje#unknown";"1";"1";"1";"eleccion de viaje";"N O O";"eleccion#4 de#1387 viaje#19"
"un pequeño saloncito#Rooms";"1";"1";"1";"un pequeño saloncito";"G N N";"un#503 pequeño#30 saloncito#3"
"todos los platos#Restaurant";"1";"1";"1";"todos los platos";"N N N";"todos#66 los#274 platos#2"
"con moet chandon#unknown";"1";"1";"1";"con Moet Chandon";"A R R";"con#413 moet#1 chandon#1"
"todo lo demas#unknown";"1";"1";"1";"todo lo demas";"P V O";"todo#193 lo#309 demas#4"
"el de recepcion#Staff";"1";"1";"1";"el de recepcion";"N P N";"el#1001 de#1387 recepcion#7"
"vista del vaticano#Location";"1";"1";"1";"vista del Vaticano";"N V R";"vista#8 del#362 vaticano#1"
"el desayuno bufet#Breakfast";"1";"1";"1";"el desayuno bufet";"N O N";"el#1001 desayuno#100 bufet#7"
"las dos camas#Beds";"1";"1";"1";"las dos camas";"N N N";"las#355 dos#45 camas#26"
"aparcamiento en alrededores#Car parking";"1";"1";"1";"aparcamiento en alrededores";"P P N";"aparcamiento#6 en#860 alrededores#7"
