"exp#pol";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"gar nichts zu sagen#positive";"1";"1";"1";"gar nichts zu sagen";"A Q O V";"gar#10 nichts#36 zu#273 sagen#8"
"am ende des strips#negative";"1";"1";"1";"an Ende die Strips";"P N D O";"am#124 ende#12 des#98 strips#1"
"größtes problem des hotels#negative";"1";"1";"1";"groß Problem die Hotel";"G N D N";"größtes#2 problem#10 des#98 hotels#71"
"stehen auf dem zimmer#positive";"1";"1";"1";"stehen auf die Zimmer";"V P D N";"stehen#4 auf#202 dem#161 zimmer#322"
"ohne föhn im bad#negative";"1";"1";"1";"ohne Föhn in Bad";"P N P R";"ohne#40 föhn#3 im#289 bad#53"
"mußte zurück gegeben werden#negative";"1";"1";"1";"müssen zurück geben werden";"V A V V";"mußte#5 zurück#3 gegeben#7 werden#66"
"hatte sehr gutes essen#positive";"1";"1";"1";"haben sehr gut Essen";"V A G N";"hatte#33 sehr#508 gutes#40 essen#56"
"wenige zimmer mit kingsizebetten#negative";"1";"1";"1";"wenige Zimmer mit Kingsizebetten";"Q N P O";"wenige#12 zimmer#322 mit#370 kingsizebetten#1"
"die jahre gekommene einrichtung#negative";"1";"1";"1";"die Jahr gekommen Einrichtung";"D N G N";"die#750 jahre#25 gekommene#2 einrichtung#7"
"in der party zone#positive";"1";"1";"1";"in die Party Zone";"P D N N";"in#523 der#589 party#5 zone#1"
"eine vielfallt an getränken#positive";"1";"1";"1";"eine Vielfallt an Getränk";"D O P N";"eine#166 vielfallt#1 an#138 getränken#1"
"aber es ist modern#positive";"1";"1";"1";"aber es sein modern";"C Q V G";"aber#222 es#346 ist#564 modern#14"
"einfach nur schön !#strongpositive";"1";"1";"1";"einfach nur schön !";"G A G O";"einfach#30 nur#142 schön#44 !#256"
"fühlt man sich wohl#positive";"1";"1";"1";"fühlen man sich wohl";"V Q Q A";"fühlt#6 man#256 sich#137 wohl#25"
"sind eher unfreundlich gestaltet#negative";"1";"1";"1";"sein eher unfreundlich gestalten";"V A G V";"sind#183 eher#41 unfreundlich#8 gestaltet#10"
"funktioniert über einen bewegungsmelder#positive";"1";"1";"1";"funktionieren über eine Bewegungsmelder";"V P D N";"funktioniert#2 über#55 einen#116 bewegungsmelder#1"
"bestand aus 2 einzelbetten#negative";"1";"1";"1";"bestehen aus 2 Einzelbett";"V P O N";"bestand#8 aus#104 2#56 einzelbetten#3"
"gab nicht einen klagepunkt#strongpositive";"1";"1";"1";"geben nicht eine Klagepunkt";"V O D N";"gab#43 nicht#366 einen#116 klagepunkt#1"
"jeweils drei speisen wählen#positive";"1";"1";"1";"jeweils drei Speise|Speisen wählen";"A O N V";"jeweils#5 drei#10 speisen#15 wählen#1"
"superlecker ! ! !#strongpositive";"1";"1";"1";"superlecker ! ! !";"O O O O";"superlecker#1 !#256 !#256 !#256"
"nicht als frühstück bezeichnen#negative";"1";"1";"1";"nicht als Frühstück bezeichnen";"O C N V";"nicht#366 als#110 frühstück#149 bezeichnen#4"
"direkt an einer lüftungsanlage#negative";"1";"1";"1";"direkt an eine Lüftungsanlage";"G P D N";"direkt#66 an#138 einer#49 lüftungsanlage#1"
"leider nicht zu denken#negative";"1";"1";"1";"leider nicht zu denken";"A O O V";"leider#70 nicht#366 zu#273 denken#2"
"einfach an nichts gefehlt#positive";"1";"1";"1";"einfach an nichts fehlen";"G P Q V";"einfach#30 an#138 nichts#36 gefehlt#3"
"der einen doch beeindruckt#positive";"1";"1";"1";"die eine doch beeindrucken";"D Q A V";"der#589 einen#116 doch#23 beeindruckt#2"
"nicht grade die günstigsten#negative";"1";"1";"1";"nicht Grad die günstig";"O N D G";"nicht#366 grade#2 die#750 günstigsten#1"
"könten eine auffrischung vertragen#negative";"1";"1";"1";"könten eine Auffrischung vertragen";"O D N V";"könten#1 eine#166 auffrischung#1 vertragen#1"
"nicht für den preis#negative";"1";"1";"1";"nicht für die Preis";"O P D N";"nicht#366 für#290 den#246 preis#39"
"in der nähe lohnen#positive";"1";"1";"1";"in die Nähe lohnen";"P D N V";"in#523 der#589 nähe#44 lohnen#1"
"leider meistenteils unzureichend aufgefühlt#negative";"1";"1";"1";"leider meistenteils unzureichend aufgefühlt";"A A G O";"leider#70 meistenteils#1 unzureichend#1 aufgefühlt#1"
"zum relaxen sehr empfehlen#strongpositive";"1";"1";"1";"zu Relaxen sehr empfehlen";"P O A V";"zum#132 relaxen#2 sehr#508 empfehlen#44"
"entspricht nicht den werbeaussagen#negative";"1";"1";"1";"entsprechen nicht die Werbeaussage";"V O D N";"entspricht#8 nicht#366 den#246 werbeaussagen#1"
"für rom sehr ruhig#strongpositive";"1";"1";"1";"für Rom sehr ruhig";"P R A G";"für#290 rom#3 sehr#508 ruhig#22"
"blättern die farben ab#negative";"1";"1";"1";"blättern die Farbe ab";"V D N A";"blättern#1 die#750 farben#2 ab#23"
"trotz zimmerwechsel wieder schimmel#negative";"1";"1";"1";"trotz Zimmerwechsel wieder Schimmel";"P O A N";"trotz#24 zimmerwechsel#1 wieder#93 schimmel#7"
"wurde auch täglich gereinigt#positive";"1";"1";"1";"werden auch täglich reinigen";"V A G V";"wurde#75 auch#244 täglich#12 gereinigt#15"
"voll und ganz begeistert#strongpositive";"1";"1";"1";"voll und ganz begeistern";"G C G V";"voll#6 und#1053 ganz#31 begeistert#6"
"wiener charme leicht aufgefrischt#positive";"1";"1";"1";"Wiener Charme leicht auffrischen";"G N G V";"wiener#8 charme#19 leicht#6 aufgefrischt#1"
"im preis mit enthalten#positive";"1";"1";"1";"in Preis mit enthalten";"P N V V";"im#289 preis#39 mit#370 enthalten#2"
"mücken klebten noch an#negative";"1";"1";"1";"Mücke kleben noch an";"N V A P";"mücken#2 klebten#1 noch#77 an#138"
"waren sehr enttäuscht von#strongnegative";"1";"1";"1";"sein sehr enttäuscht von";"V A G P";"waren#151 sehr#508 enttäuscht#8 von#164"
"stimmen in jeder hinsicht#positive";"1";"1";"1";"stimmen in jede Hinsicht";"V P Q N";"stimmen#1 in#523 jeder#14 hinsicht#3"
"nur ein deutsches programm#negative";"1";"1";"1";"nur eine deutsch Programm";"A D G N";"nur#142 ein#331 deutsches#3 programm#1"
"kein wc · deckel#negative";"1";"1";"1";"keine WC · Deckel";"Q O O N";"kein#61 wc#6 ·#441 deckel#1"
"stimmt auf keinem fall#negative";"1";"1";"1";"stimmen auf keine Fall";"V P Q N";"stimmt#7 auf#202 keinem#3 fall#22"
"zum teil stark abgenutzt#negative";"1";"1";"1";"zu Teil stark abnutzen";"P N G V";"zum#132 teil#11 stark#9 abgenutzt#5"
"durch die decke getropft#negative";"1";"1";"1";"durch die Decke tropfen";"P D N V";"durch#47 die#750 decke#4 getropft#1"
"war aber sehr lecker#strongpositive";"1";"1";"1";"sein aber sehr lecker";"V A A G";"war#339 aber#222 sehr#508 lecker#11"
"kein 5 sterne hotel#negative";"1";"1";"1";"keine 5 Stern Hotel";"Q O N N";"kein#61 5#41 sterne#67 hotel#612"
"direkt neben dem hauptbahnhof#positive";"1";"1";"1";"direkt neben die Hauptbahnhof";"G P D N";"direkt#66 neben#14 dem#161 hauptbahnhof#2"
"an zwei seiten angebrannt#negative";"1";"1";"1";"an zwei Seite anbrennen";"P O N V";"an#138 zwei#31 seiten#1 angebrannt#1"
"stellt man andere ansprüche#negative";"1";"1";"1";"stellen man andere Anspruch";"V Q Q N";"stellt#1 man#256 andere#13 ansprüche#5"
"schnell bei allen wichtigen#positive";"1";"1";"1";"schnell bei alle wichtig";"G P Q G";"schnell#17 bei#90 allen#19 wichtigen#2"
"auch nicht weiter empfehlen#negative";"1";"1";"1";"auch nicht weiter empfehlen";"A O A V";"auch#244 nicht#366 weiter#19 empfehlen#44"
"mit ekligen flecken übersät#strongnegative";"1";"1";"1";"mit eklig Flecken übersät";"P G N G";"mit#370 ekligen#1 flecken#11 übersät#1"
"direkt am rechtsrheinischen ufer#positive";"1";"1";"1";"direkt an rechtsrheinisch Ufer";"G P G N";"direkt#66 am#124 rechtsrheinischen#1 ufer#1"
"den charme der 70#positive";"1";"1";"1";"die Charme die 70";"D N D O";"den#246 charme#19 der#589 70#7"
"eher als schwimmbad bezeichnet#positive";"1";"1";"1";"eher als Schwimmbad bezeichnen";"A C N V";"eher#41 als#110 schwimmbad#9 bezeichnet#1"
"seit jahren nicht geputzt#negative";"1";"1";"1";"seit Jahr nicht putzen";"P N O V";"seit#8 jahren#20 nicht#366 geputzt#9"
"zimmer zur seeseite buchen#positive";"1";"1";"1";"Zimmer zu Seeseite buchen";"N P N V";"zimmer#322 zur#61 seeseite#2 buchen#28"
"sowohl mit kleinen kindern#positive";"1";"1";"1";"sowohl mit klein Kind";"C P G N";"sowohl#6 mit#370 kleinen#25 kindern#13"
"mit einigen internationalen programmen#positive";"1";"1";"1";"mit einige international Programm";"P Q G N";"mit#370 einigen#7 internationalen#1 programmen#1"
"was nur vorteile hat#positive";"1";"1";"1";"was nur Vorteil haben";"Q A N V";"was#61 nur#142 vorteile#2 hat#105"
"immer die selbe liege#positive";"1";"1";"1";"immer die selbe Liege";"A D O N";"immer#49 die#750 selbe#2 liege#1"
"keinen urlaub mehr verbringen#negative";"1";"1";"1";"keine Urlaub mehr verbringen";"Q N A V";"keinen#16 urlaub#46 mehr#69 verbringen#6"
"zwar ausschließlich zum rhein#positive";"1";"1";"1";"zwar ausschließlich zu Rhein";"A A P R";"zwar#29 ausschließlich#2 zum#132 rhein#19"
"für wien nicht würdig#negative";"1";"1";"1";"für Wien nicht würdig";"P R O G";"für#290 wien#15 nicht#366 würdig#1"
"4 · 5 sterne#positive";"1";"1";"1";"4 · 5 Stern";"O O O N";"4#46 ·#441 5#41 sterne#67"
"es roch durchgängig modrig#negative";"1";"1";"1";"es riechen durchgängig modrig";"Q V O G";"es#346 roch#5 durchgängig#2 modrig#2"
"zwischen hauptbahnhof und fußgängerzone#negative";"1";"1";"1";"zwischen Hauptbahnhof und Fußgängerzone";"P N C N";"zwischen#11 hauptbahnhof#2 und#1053 fußgängerzone#2"
"kostenlos mit einem beachpass#positive";"1";"1";"1";"kostenlos mit eine Beachpass";"G P D O";"kostenlos#14 mit#370 einem#90 beachpass#1"
"es geht auch besser#negative";"1";"1";"1";"es gehen auch gut";"Q V A G";"es#346 geht#18 auch#244 besser#21"
"merkt man gar nicht#positive";"1";"1";"1";"merken man gar nicht";"V Q A O";"merkt#3 man#256 gar#10 nicht#366"
"würde jederzeit wieder kommen#strongpositive";"1";"1";"1";"werden jederzeit wieder kommen";"V A A V";"würde#12 jederzeit#6 wieder#93 kommen#25"
"fühlt sich keinesfalls unwohl#positive";"1";"1";"1";"fühlen sich keinesfalls unwohl";"V Q A G";"fühlt#6 sich#137 keinesfalls#4 unwohl#3"
"waren sehr angenehm überrascht#strongpositive";"1";"1";"1";"sein sehr angenehm überraschen";"V A G V";"waren#151 sehr#508 angenehm#14 überrascht#6"
"bei geschlossenem fenster ruhig#positive";"1";"1";"1";"bei geschlossen Fenster ruhig";"P G N G";"bei#90 geschlossenem#3 fenster#20 ruhig#22"
"diese sterne nicht verdient#negative";"1";"1";"1";"dies Stern nicht verdienen";"Q N O V";"diese#24 sterne#67 nicht#366 verdient#7"
"direkter straßenbahnanbindung zur stadt#positive";"1";"1";"1";"direkt Straßenbahnanbindung zu Stadt";"G N P N";"direkter#3 straßenbahnanbindung#1 zur#61 stadt#17"
"blick auf den strip#positive";"1";"1";"1";"Blick auf die Strip";"N P D N";"blick#33 auf#202 den#246 strip#6"
"blick über den strand#positive";"1";"1";"1";"Blick über die Strand";"N P D N";"blick#33 über#55 den#246 strand#46"
"sehr schönes hauseigenes riff#positive";"1";"1";"1";"sehr schön Hauseigenes Riff";"A G O N";"sehr#508 schönes#34 hauseigenes#1 riff#1"
"erklärung von der rezeptionistin#positive";"1";"1";"1";"Erklärung von die Rezeptionistin";"N P D O";"erklärung#1 von#164 der#589 rezeptionistin#3"
"lange nicht so modern#negative";"1";"1";"1";"lange nicht so modern";"A O A G";"lange#8 nicht#366 so#74 modern#14"
"galt p.p. und nacht#negative";"1";"1";"1";"gelten P. und Nacht";"V R C N";"galt#1 p.p.#2 und#1053 nacht#31"
"treffen sich eine straßenbahn#positive";"1";"1";"1";"treffen sich eine Straßenbahn";"V Q D N";"treffen#1 sich#137 eine#166 straßenbahn#10"
"nur 1 / person#negative";"1";"1";"1";"nur 1 / Person";"A O O N";"nur#142 1#41 /#55 person#9"
"stromausfall inder ganzen stadt#negative";"1";"1";"1";"Stromausfall Inder ganz Stadt";"N N G N";"stromausfall#1 inder#1 ganzen#13 stadt#17"
"was aber nicht stört#positive";"1";"1";"1";"was aber nicht stören";"Q A O V";"was#61 aber#222 nicht#366 stört#4"
"mit außenpool im sommer#positive";"1";"1";"1";"mit Außenpool in Sommer";"P O P N";"mit#370 außenpool#1 im#289 sommer#6"
"ins zimmer bemühen konnte#negative";"1";"1";"1";"in Zimmer bemühen können";"P N V V";"ins#10 zimmer#322 bemühen#2 konnte#22"
"es gibt nicht mal#strongnegative";"1";"1";"1";"es geben nicht mal";"Q V O A";"es#346 gibt#80 nicht#366 mal#42"
"irgendwie nicht mehr aktuell#negative";"1";"1";"1";"irgendwie nicht mehr aktuell";"A O A G";"irgendwie#4 nicht#366 mehr#69 aktuell#1"
"lässt zu wünschen übrig.beim#negative";"1";"1";"1";"lassen zu wünschen bei";"V V V P";"lässt#12 zu#273 wünschen#12 übrig.beim#1"
"wurden sofort neue gebracht#positive";"1";"1";"1";"werden sofort neu bringen";"V A G V";"wurden#24 sofort#17 neue#5 gebracht#2"
"war ein außergewöhnliches erlebnis#strongpositive";"1";"1";"1";"sein eine außergewöhnlich Erlebnis";"V D G N";"war#339 ein#331 außergewöhnliches#1 erlebnis#1"
"könnte besser gepflegt sein#negative";"1";"1";"1";"können gut pflegen sein";"V G V V";"könnte#10 besser#21 gepflegt#18 sein#38"
"teils verkocht / verbrannt#negative";"1";"1";"1";"teils verkochen / verbrennen";"A V O V";"teils#4 verkocht#1 /#55 verbrannt#1"
"traumurlaub der seinesgleichen sucht#strongpositive";"1";"1";"1";"Traumurlaub die seinesgleichen suchen";"N D Q V";"traumurlaub#4 der#589 seinesgleichen#1 sucht#4"
"noch mal herzlichen dank#positive";"1";"1";"1";"noch mal herzlich Dank";"A A G N";"noch#77 mal#42 herzlichen#1 dank#7"
"in einer privaten bucht#positive";"1";"1";"1";"in eine privat Bucht";"P D G N";"in#523 einer#49 privaten#1 bucht#6"
"immer freundlich zur verfügung#strongpositive";"1";"1";"1";"immer freundlich zu Verfügung";"A G P N";"immer#49 freundlich#45 zur#61 verfügung#8"
"ist wirklich nur süß#strongnegative";"1";"1";"1";"sein wirklich nur süß";"V G A G";"ist#564 wirklich#52 nur#142 süß#1"
"nicht den benötigten komfort#negative";"1";"1";"1";"nicht die benötigt Komfort";"O D G N";"nicht#366 den#246 benötigten#1 komfort#8"
"echt noch was machen#negative";"1";"1";"1";"echt noch was machen";"G A Q V";"echt#5 noch#77 was#61 machen#12"
"sollte man besser nicht#negative";"1";"1";"1";"sollen man gut nicht";"V Q G O";"sollte#23 man#256 besser#21 nicht#366"
"zwar einen sehr guten#strongpositive";"1";"1";"1";"zwar eine sehr gut";"A D A G";"zwar#29 einen#116 sehr#508 guten#22"
"nur weiter zu empfehlen#strongpositive";"1";"1";"1";"nur weit zu empfehlen";"A G O V";"nur#142 weiter#19 zu#273 empfehlen#44"
"besticht durch seine lage#positive";"1";"1";"1";"bestechen durch sein Lage";"V P Q N";"besticht#2 durch#47 seine#8 lage#79"
"wie in einem ameisenhügel#negative";"1";"1";"1";"wie in eine Ameisenhügel";"C P D N";"wie#72 in#523 einem#90 ameisenhügel#1"
"kein wert auf kleinigkeiten#negative";"1";"1";"1";"keine Wert auf Kleinigkeit";"Q N P N";"kein#61 wert#13 auf#202 kleinigkeiten#3"
"schon gar nicht schalldicht#strongnegative";"1";"1";"1";"schon gar nicht schalldicht";"A A O G";"schon#65 gar#10 nicht#366 schalldicht#1"
"bereits um 18 uhr#negative";"1";"1";"1";"bereits um 18 Uhr";"A P O N";"bereits#15 um#60 18#4 uhr#18"
"bis sehr guten zustand#strongpositive";"1";"1";"1";"bis sehr gut Zustand";"P A G N";"bis#54 sehr#508 guten#22 zustand#33"
"war von guter qualität#positive";"1";"1";"1";"sein von gut Qualität";"V P G N";"war#339 von#164 guter#18 qualität#20"
"ganz · kein stromschlaggefahr#positive";"1";"1";"1";"ganz · keine Stromschlaggefahr";"A O Q O";"ganz#31 ·#441 kein#61 stromschlaggefahr#1"
"allerdings etwas zu weich#negative";"1";"1";"1";"allerdings etwas zu weich";"A A O G";"allerdings#33 etwas#80 zu#273 weich#3"
"für städteurlaub ganz gut#strongpositive";"1";"1";"1";"für Städteurlaub ganz gut";"P O A G";"für#290 städteurlaub#1 ganz#31 gut#134"
"produzierten unmengen an resten#negative";"1";"1";"1";"produziert Unmenge an Rest";"G N P N";"produzierten#1 unmengen#1 an#138 resten#1"
"immer noch sehr schön#strongpositive";"1";"1";"1";"immer noch sehr schön";"A A A G";"immer#49 noch#77 sehr#508 schön#44"
"im atrium mit pfnannkuchen#positive";"1";"1";"1";"in Atrium mit Pfnannkuchen";"P N P O";"im#289 atrium#1 mit#370 pfnannkuchen#1"
"werden bestimmt wieder kommen#positive";"1";"1";"1";"werden bestimmt wieder kommen";"V A A V";"werden#66 bestimmt#8 wieder#93 kommen#25"
"eher nicht zu empfehlen#negative";"1";"1";"1";"eher nicht zu empfehlen";"A O O V";"eher#41 nicht#366 zu#273 empfehlen#44"
"man braucht aber badeschuhe#negative";"1";"1";"1";"man brauchen aber Badeschuhe";"Q V A O";"man#256 braucht#13 aber#222 badeschuhe#1"
"ließ sich nicht verschliessen#negative";"1";"1";"1";"lassen sich nicht verschließen";"V Q O V";"ließ#9 sich#137 nicht#366 verschliessen#1"
"den charme einer bahnhofsvorhalle#negative";"1";"1";"1";"die Charme eine Bahnhofsvorhalle";"D N D N";"den#246 charme#19 einer#49 bahnhofsvorhalle#1"
"für das tolle saubermachen#strongpositive";"1";"1";"1";"für die toll Saubermachen";"P D G N";"für#290 das#752 tolle#11 saubermachen#1"
"nur ein kleines bullauge#negative";"1";"1";"1";"nur eine klein Bullauge";"A D G N";"nur#142 ein#331 kleines#18 bullauge#2"
"damit sehr gute anbindung#positive";"1";"1";"1";"damit sehr gut Anbindung";"C A G N";"damit#14 sehr#508 gute#33 anbindung#9"
"zog die ganze nacht#negative";"1";"1";"1";"ziehen die ganz Nacht";"V D G N";"zog#1 die#750 ganze#14 nacht#31"
"direkt vom balkon aus#positive";"1";"1";"1";"direkt von Balkon aus";"G P N V";"direkt#66 vom#68 balkon#13 aus#104"
"welche zum verweilen einlädt#positive";"1";"1";"1";"welche zu verweilen einladen";"Q P V V";"welche#6 zum#132 verweilen#4 einlädt#1"
"man kann wirklich schwimmen#positive";"1";"1";"1";"man können wirklich schwimmen";"Q V G V";"man#256 kann#87 wirklich#52 schwimmen#2"
"ist soweit in ordnung#positive";"1";"1";"1";"sein soweit in Ordnung";"V A P N";"ist#564 soweit#5 in#523 ordnung#20"
"sicher nie wieder hin#negative";"1";"1";"1";"sicher nie wieder hin";"G A A V";"sicher#9 nie#29 wieder#93 hin#14"
"alle individuell eingerichtet sind#positive";"1";"1";"1";"alle individuell einrichten sein";"Q G V V";"alle#44 individuell#1 eingerichtet#23 sind#183"
"viel zu teurer für#strongnegative";"1";"1";"1";"viel zu teuer für";"A O G P";"viel#38 zu#273 teurer#1 für#290"
"mehr als schlecht gelaunt#strongnegative";"1";"1";"1";"mehr als schlecht gelaunt";"A C G G";"mehr#69 als#110 schlecht#24 gelaunt#2"
"nicht wirklich etwas hat#negative";"1";"1";"1";"nicht wirklich etwas haben";"O G A V";"nicht#366 wirklich#52 etwas#80 hat#105"
"im zentrum von paris#positive";"1";"1";"1";"in Zentrum von Paris";"P N P R";"im#289 zentrum#12 von#164 paris#17"
"könnte mal getauscht werden#negative";"1";"1";"1";"können mal tauschen werden";"V A V V";"könnte#10 mal#42 getauscht#1 werden#66"
"sich nie wider zurückkehren#strongnegative";"1";"1";"1";"sich nie wider zurückkehren";"Q A V V";"sich#137 nie#29 wider#1 zurückkehren#1"
"eher lieblos und sauberkeit#negative";"1";"1";"1";"eher lieblos und Sauberkeit";"A G C N";"eher#41 lieblos#4 und#1053 sauberkeit#39"
"war es sehr ruhig#positive";"1";"1";"1";"sein es sehr ruhig";"V Q A G";"war#339 es#346 sehr#508 ruhig#22"
"nur bei abreise gereinigt#negative";"1";"1";"1";"nur bei Abreise reinigen";"A P N V";"nur#142 bei#90 abreise#4 gereinigt#15"
"klasse geeignet für kurzurlaube#strongpositive";"1";"1";"1";"Klasse geeignet für Kurzurlaub";"N G P N";"klasse#8 geeignet#11 für#290 kurzurlaube#1"
"konnte man oft trinken#negative";"1";"1";"1";"können man oft trinken";"V Q A V";"konnte#22 man#256 oft#7 trinken#7"
"war sicherlich mal spitze#positive";"1";"1";"1";"sein sicherlich mal Spitze";"V A A N";"war#339 sicherlich#7 mal#42 spitze#3"
"ist aber kein problem#positive";"1";"1";"1";"sein aber keine Problem";"V A Q N";"ist#564 aber#222 kein#61 problem#10"
"beim nächsten mal überlegen#negative";"1";"1";"1";"bei nah Mal überlegen";"P G N V";"beim#45 nächsten#13 mal#42 überlegen#1"
"noch nicht sehr alt.#positive";"1";"1";"1";"noch nicht sehr alt.";"A O A O";"noch#77 nicht#366 sehr#508 alt.#4"
"bis auf der geruch#negative";"1";"1";"1";"bis auf die Geruch";"C P D N";"bis#54 auf#202 der#589 geruch#3"
"zusätzlich 12,50 pro 24h#negative";"1";"1";"1";"zusätzlich 12,50 pro 24h";"G O P O";"zusätzlich#6 12,50#2 pro#20 24h#3"
"kostengünstig für 5,20 €#positive";"1";"1";"1";"kostengünstig für @card@ €";"G P O O";"kostengünstig#1 für#290 5,20#1 €#32"
"schöne treppen aus edelstahl#positive";"1";"1";"1";"schön Treppe aus Edelstahl";"G N P N";"schöne#19 treppen#4 aus#104 edelstahl#1"
"immer geschmacklich sehr gut#positive";"1";"1";"1";"immer geschmacklich sehr gut";"A G A G";"immer#49 geschmacklich#2 sehr#508 gut#134"
"jeden tag wieder genossen#strongpositive";"1";"1";"1";"jede Tag wieder genießen";"Q N A V";"jeden#37 tag#42 wieder#93 genossen#5"
"toller ausgangspunkt für wanderungen#strongpositive";"1";"1";"1";"toll Ausgangspunkt für Wanderung";"G N P N";"toller#18 ausgangspunkt#4 für#290 wanderungen#3"
"im besonderen am klima#negative";"1";"1";"1";"in Besondere an Klima";"P N P N";"im#289 besonderen#1 am#124 klima#3"
"auf den fluren bemerkbar#negative";"1";"1";"1";"auf die Flur bemerkbar";"P D N G";"auf#202 den#246 fluren#2 bemerkbar#1"
"vorwiegend gern erwünschte niederländer#negative";"1";"1";"1";"vorwiegend gern erwünscht Niederländer";"G A G N";"vorwiegend#5 gern#3 erwünschte#1 niederländer#4"
"so manches zu sehen#positive";"1";"1";"1";"so manche zu sehen";"A Q O V";"so#74 manches#1 zu#273 sehen#12"
"zwar ein kleines problem#negative";"1";"1";"1";"zwar eine klein Problem";"A D G N";"zwar#29 ein#331 kleines#18 problem#10"
"direkter zugang zum strand#positive";"1";"1";"1";"direkt Zugang zu Strand";"G N P N";"direkter#3 zugang#6 zum#132 strand#46"
"entsprechen nicht 4 sternen#negative";"1";"1";"1";"entsprechen nicht 4 Stern";"V O O N";"entsprechen#5 nicht#366 4#46 sternen#3"
"lassen kaum wünsche offen#strongpositive";"1";"1";"1";"lassen kaum wünschen offen";"V A V G";"lassen#7 kaum#14 wünsche#8 offen#9"
"so wie das gesamte#negative";"1";"1";"1";"so wie die gesamt";"A C D G";"so#74 wie#72 das#752 gesamte#15"
"sind eine optische katastrophe#strongnegative";"1";"1";"1";"sein eine optisch Katastrophe";"V D G N";"sind#183 eine#166 optische#2 katastrophe#6"
"muss zusätzlich bezahlt werden#negative";"1";"1";"1";"müssen zusätzlich bezahlen werden";"V G V V";"muss#21 zusätzlich#6 bezahlt#8 werden#66"
"täglich die gäste streiten#negative";"1";"1";"1";"täglich die Gast streiten";"G D N V";"täglich#12 die#750 gäste#68 streiten#2"
"mehr schlecht als recht#negative";"1";"1";"1";"mehr schlecht als recht";"A G C G";"mehr#69 schlecht#24 als#110 recht#26"
"ein stück weiter weg#negative";"1";"1";"1";"eine Stück weiter weg";"D N A A";"ein#331 stück#2 weiter#19 weg#8"
"nach der reklamation bekamen#negative";"1";"1";"1";"nach die Reklamation bekommen";"P D N V";"nach#79 der#589 reklamation#11 bekamen#9"
"blick auf den see#positive";"1";"1";"1";"Blick auf die See";"N P D N";"blick#33 auf#202 den#246 see#11"
"unmittelbar im stadtzentrum gelegenes#positive";"1";"1";"1";"unmittelbar in Stadtzentrum gelegen";"G P N G";"unmittelbar#2 im#289 stadtzentrum#5 gelegenes#5"
"ist zwar in ordnung#positive";"1";"1";"1";"sein zwar in Ordnung";"V A P N";"ist#564 zwar#29 in#523 ordnung#20"
"mehrfach bitten etwas nachzulegen#negative";"1";"1";"1";"mehrfach bitten etwas nachlegen";"G V A V";"mehrfach#4 bitten#3 etwas#80 nachzulegen#1"
"auf jeden fall weiterempfehlen#strongpositive";"1";"1";"1";"auf jede Fall weiterempfehlen";"P Q N V";"auf#202 jeden#37 fall#22 weiterempfehlen#7"
"unbedingt zu empfehlen ist#positive";"1";"1";"1";"unbedingt zu empfehlen sein";"G O V V";"unbedingt#12 zu#273 empfehlen#44 ist#564"
"sehr gut geführtes familienhotel#strongpositive";"1";"1";"1";"sehr gut geführt Familienhotel";"A G G N";"sehr#508 gut#134 geführtes#2 familienhotel#3"
"aber alles im rahmen#positive";"1";"1";"1";"aber alle in Rahmen";"A Q P N";"aber#222 alles#87 im#289 rahmen#5"
"bestach durch verrostete streben#negative";"1";"1";"1";"bestechen durch verrostet Strebe|Streben";"V P G N";"bestach#1 durch#47 verrostete#1 streben#1"
"mit liebevollen details gestaltet#positive";"1";"1";"1";"mit liebevoll Detail gestalten";"P G N V";"mit#370 liebevollen#1 details#3 gestaltet#10"
"abzocke durch die hintertür#strongnegative";"1";"1";"1";"Abzocke durch die Hintertür";"O P D N";"abzocke#2 durch#47 die#750 hintertür#1"
"lebendig für das business#positive";"1";"1";"1";"lebendig für die Business";"G P D N";"lebendig#1 für#290 das#752 business#7"
"mit allem notwendigen ausgestattet#positive";"1";"1";"1";"mit alle Notwendigen ausstatten";"P Q N V";"mit#370 allem#26 notwendigen#1 ausgestattet#13"
"für jedermann etwas dabei#positive";"1";"1";"1";"für jedermann etwas dabei";"P Q Q Q";"für#290 jedermann#1 etwas#80 dabei#15"
"2 sterne maximal angemessen#strongnegative";"1";"1";"1";"2 Stern maximal anmessen";"O N G V";"2#56 sterne#67 maximal#3 angemessen#3"
"farbe lößt sich ab#negative";"1";"1";"1";"Farbe lößt sich ab";"N O Q V";"farbe#1 lößt#1 sich#137 ab#23"
"sind soweit ganz ok#positive";"1";"1";"1";"sein soweit ganz OK";"V A A N";"sind#183 soweit#5 ganz#31 ok#37"
"war die reise wert#positive";"1";"1";"1";"sein die Reise wert";"V D N G";"war#339 die#750 reise#3 wert#13"
"deutlicher qualitätssprung nach vorn#strongpositive";"1";"1";"1";"deutlich Qualitätssprung nach vorn";"G N P A";"deutlicher#1 qualitätssprung#1 nach#79 vorn#1"
"will nur nach hause#strongnegative";"1";"1";"1";"wollen nur nach Haus";"V A P N";"will#7 nur#142 nach#79 hause#2"
"direkt über die strasse#positive";"1";"1";"1";"direkt über die Straße";"G P D N";"direkt#66 über#55 die#750 strasse#4"
